text,adv_text,minimal_k
 For other ships of the same name see USS Enterprise (disambiguation)The sixth Enterprise (SP-790) to serve in the United States Navy was a motorboat that served in a non-commissioned status in the 2nd Naval District during the period of United States participation in World War I. She was assigned section patrol number 790 during the period of her naval service., For other ships of the same name see USS Enterprise (disambiguation)The sixth Enterprise (SP-790) to serve in the United States Navy was a motorboat that served in a non-commissioned status in the 2nd Naval District during the period of United States participation in World War I. She was assigned section patrol number 790 during the period of his naval service.,1.0
 Christine Humphreys Baroness Humphreys is the President of the Welsh Liberal Democrats and was Member of the Welsh Assembly for the North Wales regional constituency from 1999 to 2001. She was the Liberal Democrat spokesperson for Wales on Economics and the Environment.Humphreys was a teacher before election to the National Assembly for Wales Head of Vocational Education in a Welsh Medium School., Christine Humphreys Baroness Humphreys is the President of the Welsh Liberal Democrats and was Member of the Welsh Assembly for the North Wales regional constituency from 1999 to 2001. She was the Liberal Democrat spokesperson for Wales on Economics and the Environment.Humphreys was a teacher sooner election to the National Assembly for Wales Head of Vocational Education in a Welsh Medium School.,1.0
 Hakea gibbosa commonly known as hairy hakea or rock hakea is a shrub of the family Proteaceae native to southeastern Australia. It has become an environmental weed in South Africa where it had been introduced for use as a hedge plant and New Zealand., Hakea gibbosa commonly known as hairy hakea or rock hakea is a shrub of the family Proteaceae native to southeastern Australia. It has become an environmental weed in South Africa where it had been introduced for use as a hedge plant y New Zealand.,1.0
 Mahamane Ousmane (born January 20 1950) is a Nigerien politician. He was the first democratically elected and fourth President of Niger serving from 16 April 1993 until his ouster in a military coup d'état on 27 January 1996. He has continued to run for President in each election since his ouster and he was President of the National Assembly from December 1999 to May 2009., Mahamane Ousmane (born January 20 1950) is a Nigerien politician. He was the first democratically elected and fourth President of Niger serving from 16 April 1993 until his ouster in a military coup d'état on 27 January 1996. He has continued to run for Chairs in each election since his ouster and he was President of the National Assembly from December 1999 to May 2009.,1.0
 Jesse Valenzuela (born May 22 1962) was the original vocalist of the alternative rock band Gin Blossoms when it was formed in 1987. In 1988 he switched roles with the band's new guitarist Robin Wilson. He continued to be a member until the band's breakup in 1997 and reunited with the rest of the group in 2002., Jesse Valenzuela (born May 22 1962) was the original vocalist of the alternative rock band Gin Blossoms when it was formed in 1987. In 1988 he switched roles with the band's new guitarist Robin Wilson. He continued to be una member until the band's breakup in 1997 and reunited with the rest of the group in 2002.,1.0
 Huxley is a tiny lunar impact crater located in eastern inlet of Mare Imbrium just to the north of the Montes Apenninus. To the southeast in this range is Mons Ampère. This crater was previously identified as Wallace B before being renamed by the IAU. The crater Wallace lies due west., Huxley is a tiny lunar impact crater located in eastern inlet of Mare Imbrium just to the north of the Montes Apenninus. To the southeast in this range is Mons Ampère. This crater was previously identified as Dallas B before being renamed by the IAU. The crater Wallace lies due west.,1.0
 The University of South Bohemia in České Budějovice (Czech: Jihočeská univerzita v Českých Budějovicích abbreviated JČU) is a public university located in České Budějovice Czech Republic., The University of South Bohemia in České Budějovice (Czech: Jihočeská univerzita v Českých Budějovicích abbreviated JČU) is a public university located in České Budějovice Czech Republican.,1.0
 Calvary Episcopal Church is a historic Episcopal church building at 1101 Howard Avenue in Utica Oneida County New York. It was built in 1870-1872 and is an asymmetrically massed cruciform plan structure with a rectangular nave and intersecting apse with a substantial engaged corner tower.It was designed by noted New York City architect Henry M. Congdon. It is currently home to the Cathedral of the Theotokos of Great Grace.It was listed on the National Register of Historic Places in 2008., Calvary Episcopal Church is a historic Episcopal church building at 1101 Howard Avenue in Utica Oneida County New York. It was built in 1870-1872 and is an asymmetrically massed cruciform plan structure with a rectangular nave and intersecting apse with a substantial engaged corner tower.It was designed by noted New York City architect Henry M. Congdon. It is currently dwelling to the Cathedral of the Theotokos of Great Grace.It was listed on the National Register of Historic Places in 2008.,1.0
 Martine Locke is an Australian singer/songwriter/guitarist. She has performed in the US and Australia touring with Ani DiFranco The Cowboy Junkies Arlo Guthrie and Luka Bloom.[citation needed]In 1996 Locke started an acoustic duo called The Velvet Janes with Rose Farrow. They have released four albums on Locke's record label Passionfruit Produce selling 80000 copies to date[citation needed]., Martine Luc is an Australian singer/songwriter/guitarist. She has performed in the US and Australia touring with Ani DiFranco The Cowboy Junkies Arlo Guthrie and Luka Bloom.[citation needed]In 1996 Locke started an acoustic duo called The Velvet Janes with Rose Farrow. They have released four albums on Locke's record label Passionfruit Produce selling 80000 copies to date[citation needed].,1.0
 The Grassengrat is a multi-summited mountain of the Urner Alps located on the border between the cantons of Obwalden and Uri in Central Switzerland. It lies on the range between the Titlis and the Gross Spannort. The main summit has an elevation of 2941 metres and is named Stössenstock., The Grassengrat is a multi-summited mountain of the Urner Alps located on the border between the cantons of Obwalden and Uri in Central Switzerland. It lies on the range between the Titlis and the Gross Spannort. The main summit has an elevation of 2941 metres and is baptized Stössenstock.,1.0
 The Rock River is a 13.4-mile-long (21.6 km) river on the Upper Peninsula of Michigan in the United States flowing to Lake Michigan., The Rock River exists a 13.4-mile-long (21.6 km) river on the Upper Peninsula of Michigan in the United States flowing to Lake Michigan.,1.0
 The Devoll is a river in southern Albania one of the source rivers of the Seman. Its source is in the southwestern corner of the Devoll District close to the Greek frontier. It flows initially northeast through Miras then north through Bilisht and northwest through Progër Pojan (in the northern Plain of Korçë) Maliq Moglicë Kodovjat Gramsh and Gostimë where it turns south. It joins the Osum near Kuçovë to form the Seman., The Devoll is a river in southern Albania one of the source rivers of the Seman. Its source is in the southwestern corner of the Devoll District close to the Greek frontier. It flows initially northeast through Miras then north through Bilisht and northwest through Progër Pojan (in the northern Plain of Korçë) Maliq Moglicë Kodovjat Gramsh and Gostimë where it turns south. It participates the Osum near Kuçovë to form the Seman.,1.0
 Aalaap mein girah (Hindi: आलाप में गिरह) is first collection of poems by Hindi poet Geet Chaturvedi published in Hindi in 2010 by Rajkamal Prakashan New Delhi. Geet Chaturvedi was awarded Bharat Bhushan agrawal award for poetry in 2007 for his poem Mother India. Geet has written novellas too., Aalaap mein girah (Hindi: आलाप में गिरह) is first collection of poems by Hindi poet Geet Chaturvedi published in Hindi in 2010 by Rajkamal Prakashan New Delhi. Geet Chaturvedi was awarded Bharat Bhushan agrawal award for poetry in 2007 for his poem Mother India. Geet has written novellas so.,1.0
 Bert Greene (October 16 1923 - June 10 1988) was a cookbook author and food columnist. He was the food columnist for the New York Daily News from 1979 until his death in 1988. He was born October 16 in New York City., Bert Greene (October 16 1923 - June 10 1988) was a cookbook author and food columnist. He was the food columnist for the New York Daily News from 1979 until his death in 1988. He became born October 16 in New York City.,1.0
 Mount Mekunnai (目国内岳 Mekunnai-dake) is an andesitic volcano in the Mount Raiden Volcanic Group on the border between Iwanai and Rankoshi Hokkaidō Japan. Mount Mekunnai is a pyroclastic cone. The mountain consists of primarily non-alkali mafic volcanic rock. The rock is younger than that of neighboring Mount Raiden being categorized at 700000 to 13000 years old. The rock is older than that of the Niseko Volcanic Group., Mount Mekunnai (目国内岳 Mekunnai-dake) is an andesitic volcano in the Mount Raiden Volcanic Group on the border between Iwanai and Rankoshi Hokkaidō Japan. Mount Mekunnai is a pyroclastic cone. The mountain consists of primarily non-alkali mafic volcanic rock. The rock is cadet than that of neighboring Mount Raiden being categorized at 700000 to 13000 years old. The rock is older than that of the Niseko Volcanic Group.,1.0
 Nieznamierowice [ɲɛznamjɛrɔˈvit͡sɛ] is a village in the administrative district of Gmina Rusinów within Przysucha County Masovian Voivodeship in east-central Poland. It lies in Lesser Poland approximately 4 kilometres (2 mi) north of Rusinów 12 km (7 mi) north of Przysucha and 89 km (55 mi) south of Warsaw. The village has an approximate population of 640 and used to be a town from the late 15th century to 1720., Nieznamierowice [ɲɛznamjɛrɔˈvit͡sɛ] is a village in the administrative district of Gmina Rusinów within Przysucha County Masovian Voivodeship in east-central Poland. It falsehoods in Lesser Poland approximately 4 kilometres (2 mi) north of Rusinów 12 km (7 mi) north of Przysucha and 89 km (55 mi) south of Warsaw. The village has an approximate population of 640 and used to be a town from the late 15th century to 1720.,1.0
 Charlotte Golar Richie (born December 11 1958 in Brooklyn) serves as the senior vice president for public policy advocacy and government relations for YouthBuild USA. She was a candidate for the mayor of Boston., Charlotte Golar Richie (born December 11 1958 in Brooklyn) serves as the senior vice president for public policy advocacy and government relations for YouthBuild USA. She became a candidate for the mayor of Boston.,1.0
 The Sulu Bleeding-heart (Gallicolumba menagei) is a species of bird in the pigeon and dove family Columbidae. It is endemic to the island of Tawi-Tawi and its surrounding islets in the Philippines' Sulu Archipelago. This species is known only from two specimens collected in 1891 and has not been recorded with certainty since. It lives in primary and secondary forests that have a closed canopy. The Sulu Bleeding-heart is a medium-sized pigeon with a short tail., The Sulu Bleeding-heart (Gallicolumba menagei) is a species of bird in the pigeon and dove family Columbidae. It is endemic to the island of Tawi-Tawi and its surrounding islets in the Philippines' Sulu Archipelago. This species is known only from two specimens collected in 1891 and has not been recorded with certainty already. It lives in primary and secondary forests that have a closed canopy. The Sulu Bleeding-heart is a medium-sized pigeon with a short tail.,1.0
 Saucon Valley High School is a four-year public high school in Hellertown Pennsylvania in the United States. It is located at 2100 Polk Valley Road Hellertown PA 18055 within Northampton County.It is the only high school in the Saucon Valley School District which is consolidated in a single complex the SVSD Campus as of September 1999., Saucon Valley High School is a four-year public high school in Hellertown Pennsylvania in the United States. It is located at 2100 Polk Valley Road Hellertown PA 18055 within Northampton County.It is the only high school in the Saucon Valley School District which is consolidated in a single complex the SVSD Academies as of September 1999.,1.0
 Little Murray River (Victoria) an anabranch of the Murray River and part of the Murray-Darling basin is located in the Mallee district of north western Victoria Australia.The river rises near Fish Point leaving the Murray River and flows generally northwest joined by the Loddon River before reaching its confluence with the Murray near Swan Hill; descending 17 metres (56 ft) over its 46 kilometres (29 mi) course., Little Murray Creek (Victoria) an anabranch of the Murray River and part of the Murray-Darling basin is located in the Mallee district of north western Victoria Australia.The river rises near Fish Point leaving the Murray River and flows generally northwest joined by the Loddon River before reaching its confluence with the Murray near Swan Hill; descending 17 metres (56 ft) over its 46 kilometres (29 mi) course.,1.0
 James Elroy Jim Risch (born May 3 1943) is a Republican politician rancher and attorney from Ada County Idaho currently serving as the junior United States Senator from Idaho. He previously served as the 39th and 41st Lieutenant Governor (2003–2006 2007–2009) and the 31st Governor (2006–2007) of Idaho., James Elroy Jim Risch (born May 3 1943) is a Republican politician rancher and attorney from Ada County Idaho currently serving as the junior United States Senator from Idaho. Il previously served as the 39th and 41st Lieutenant Governor (2003–2006 2007–2009) and the 31st Governor (2006–2007) of Idaho.,1.0
 The Ernst Flentje House is an historic house at 129 Magazine Street in Cambridge Massachusetts. This three story wood frame apartment house exhibits the adaptive reuse of buildings. It was built in 1866 as a Second Empire single family residence with a mansard roof. In 1900 it was restyled by Ernst Flentje and converted into a three unit apartment house., The Ernst Flentje House is an historic house at 129 Magazine Street in Cambridge Massachusetts. This three story wood frame apartment house exhibits the adaptive reuse of buildings. It was built in 1866 as a Second Empire single family residence with a mansard roof. In 1900 it was restyled by Ernst Flentje and converted into a three unit penthouse house.,1.0
 Golubinac (Cyrillic: Голубинац) is a village in the municipality of Ravno Bosnia and Herzegovina.In the 1991 census it had 11 inhabitants all of them being Croats. Prior the war in Bosnia and Herzegovina it belonged to Trebinje municipality., Golubinac (Cyrillic: Голубинац) is a village in the municipality of Ravno Bosnia and Herzegovina.In the 1991 census it had 11 inhabitants all of them being Croats. Avant the war in Bosnia and Herzegovina it belonged to Trebinje municipality.,1.0
 City University London is a public research university located in London United Kingdom. It was founded in 1894 as the Northampton Institute and became a university when The City University was created by Royal Charter in 1966., City University London is a public research university located in London United Kingdom. It was founded in 1894 as the Northampton Institute and became a university kai The City University was created by Royal Charter in 1966.,1.0
