original,paraphrase,sim,jaccard,edit_dist
A bicycle is lying on the sidewalk beside a fire hydrant.,A bicycle is lying next to a fire hydrant.,0.9151463508605956,0.5,19.0
A red fire hydrant is leaking onto a side walk.,A red fire hydrant on a side walk is leaking.,0.990449607372284,0.5,21.0
A herd of sheep standing on top of snow covered field.,A herd of sheep on top of snow-covered fields.,0.9396899938583374,0.5,11.0
A ducks is flying over a body of water.,A duck is flying over a water body.,0.9276402592658995,0.3636363636363636,13.0
A float in a parade on a sunny day.,"On a sunny day, a float on a parade.",0.966720700263977,0.4444444444444444,26.0
A swan is floating down the river by the boat.,A swan is floating by the boat in the river.,0.9716465473175048,0.5,16.0
A city street sign warning of a hill in different languages.,"In different languages, a sign warning of a hill.",0.866955041885376,0.5,43.0
A bird in a pot eating a fruit.,A bird eating a fruit in a pot.,0.9931641221046448,0.5,16.0
A herd of giraffe standing next to each other on a  field.,A herd of giraffes on a field next to each other.,0.9544304609298706,0.5,21.0
A giraffe staring at the camera in a field.,A giraffe in a field stares at the camera.,0.9877837896347046,0.4545454545454545,25.0
A small yellow bird on a branch of a tree.,A small yellow bird on a tree branch.,0.990452766418457,0.5,13.0
A dog with a hat on top of his head.,A dog with a hat on his head wearing sunglasses.,0.7839468717575073,0.5,22.0
A boy is jumping over a hurdle on his skateboard.,A boy jumps over a skateboard hurdle.,0.972209334373474,0.25,27.0
Two ducks floating together on a body of water.,Two duck floating together in water.,0.9450317025184632,0.3636363636363636,12.0
Two ducks are swimming outdoors in the water.,Two duck are swimming in the water outdoors.,0.9723681211471558,0.4545454545454545,19.0
A bird that is on a tree limb.,A bird hanging from a tree limb.,0.9061785340309144,0.4444444444444444,8.0
A woman sitting next to a parking meter.,A woman sitting next to a parking meter appeared to be in a panic.,0.7673762440681458,0.5,26.0
A woman kneeling down in front  of a parking meter.,"A woman knelt down in front of a parking meter, the police said.",0.8959315419197083,0.5,22.0
Two parking meter that accept credit and debit cards,Two parking meters accept credit and debit card payments.,0.9432611465454102,0.5,14.0
"A girl on a couch with a laptop, and a cat beside her",A girl on a couch with a laptop and a cat next to her.,0.9775985479354858,0.5,8.0
a cat that is eating some kind of banana,What does it mean if a cat eats a banana?,0.857014536857605,0.125,25.0
A gray tiger cat sitting at a wooden table on a chair.,A grey tiger cat sitting on a chair on a wooden table.,0.9857579469680786,0.4615384615384615,23.0
There are four cows eating grass in a field,Four cows eat grass in a field.,0.9692276120185852,0.4545454545454545,15.0
Old fashioned red fire truck parked by itself on a street.,Oldfashioned red fire truck parked on a street by itself.,0.9382036328315736,0.5,17.0
A cat stares from behind a large TV.,A cat stares at a large TV screen from behind.,0.964464545249939,0.4545454545454545,27.0
A brown cow lays down in the grass,A brown cow lays down on grass.,0.9847145676612854,0.5,6.0
Lots of cows eating grass on a large field.,In a field there are lots of cows eating grass.,0.9600852131843568,0.3571428571428571,37.0
a cat laying down stretched out near a laptop,"A cat lying down near a laptop, stretching out.",0.968943178653717,0.3333333333333333,28.0
A dog sitting on the inside of a white boat.,A dog sitting in a white boat.,0.9488551020622252,0.5,14.0
A dog that is standing on a boat.,A dog sitting on a boat.,0.7931009531021118,0.5,11.0
The surrounding of an outside town in the image.,The image shows the surrounding of an outside town.,0.9597336053848268,0.4545454545454545,29.0
People ride on elephants to cross the river.,People cross the river on elephants.,0.9320052862167358,0.4,30.0
A person riding an elephant and carrying gas cylinders,A person who rides an elephant and carries gas cylinders.,0.9620165824890136,0.4615384615384615,11.0
A lone elephant is walking through a field,A lone elephant walks through a field.,0.9844207763671876,0.4444444444444444,7.0
a cat that is sitting in a sink,A cat sitting in a sink.,0.9859529137611388,0.5,10.0
a small boat in a body of water,A small boat in water.,0.9679811596870422,0.5,12.0
A woman staniding on the shore holding two umbrellas.,A woman staniding on the shore holding two umbrellas appeared to be in high spirits.,0.9063181281089784,0.5,31.0
A woman embracing a child carrying a bag of luggage.,A woman embraces a child who is holding a bag of luggage.,0.9286810159683228,0.5,14.0
A man stands next to a few pieces of luggage.,A man stands next to a couple of luggage items.,0.9624236822128296,0.5,14.0
An elephant raises its trunk to grab some twigs,An elephant raises its trunk to catch a few twigs.,0.9525713920593262,0.4615384615384615,10.0
A woman sitting on a piece of luggage in a field.,"A woman sat on a piece of luggage in a field, according to witnesses.",0.8865543603897095,0.5,29.0
An animation of a girl holding an umbrella is shown.,An animation shows a girl holding an umbrella.,0.9886794090270996,0.4545454545454545,13.0
A bunch of luggage laying on an area rug.,A suitcase lying on an area rug.,0.8068245649337769,0.4545454545454545,14.0
A young girl is smiling while holding a luggage bag.,A young girl smiles as she holds a luggage bag.,0.9715500473976136,0.3846153846153846,14.0
A man with glasses holding up a broken umbrella.,A man with glasses holding up a broken umbrella appeared to be in a hurry.,0.9036076664924622,0.5,26.0
A man placing a beach umbrella on top of his roof.,A man placed a beach umbrella on the roof of his house.,0.910171389579773,0.5,13.0
A golden retriever laying down on the side of a pool.,A golden retriever lying down in a pool.,0.94434916973114,0.4166666666666667,14.0
Two women walking side by side holding umbrellas.,Two women walking in opposite direction holding umbrellas.,0.9460020661354064,0.5,16.0
A Daily Mirror featuring stories on celebrity stuffed animals.,"Daily Mirror, featuring stories on celebrities' stuffed animals,",0.9639827013015748,0.4166666666666667,8.0
Black and white puppy snuggled between a blanket and a pillow.,Black and white puppies snuggled between a pillow and a blanket.,0.9398369193077089,0.5,17.0
Shaggy dog gets dinner served on a plate.,Shaggy dogs eat dinner on a plate.,0.8846536874771118,0.5,11.0
A child smiles while holding a luggage rack,A child smiles as he holds a luggage rack.,0.9828774929046632,0.3636363636363636,8.0
Three people wade waist-deep in the ocean while playing Frisbee.,Three people wade waist deep into the water while playing Frisbee.,0.9264231324195862,0.5,8.0
A woman throwing a frisbee as a child looks on.,"A woman throws a frisbee as a child looks on, witnesses said.",0.9391294121742249,0.5,19.0
Some people stand together near a lake.,Some people stand near a lake in groups.,0.9467493295669556,0.5,19.0
A woman laying in a bunch of purses and shoes.,A woman lay in a lot of bags and shoes.,0.8295743465423584,0.5,13.0
A dog that is laying down on a couch.,A dog lying on a couch.,0.911567449569702,0.4444444444444444,14.0
A dog is laying down on a couch.,A dog is lying down on a couch. What should I do?,0.7741106748580933,0.5,19.0
A woman catching a frisbee on a beach.,A woman caught a frisbee in the sand.,0.8917690515518188,0.3,13.0
A crowded beach with people playing frisbee,A crowded beach full of people playing frisbee.,0.9756262898445128,0.5,8.0
A dog hanging out of a side window on a car.,A dog hanging out of a car window.,0.9439886808395386,0.4545454545454545,13.0
Two younger people playing a game of frisbee.,Two younger people playing a frisbee game.,0.9959054589271544,0.5,13.0
A dog sitting on a grassy hillside by a path.,A dog sitting by a path by a grassy hillside.,0.9916066527366638,0.5,22.0
two dogs that look to be fighting one another,Two dogs that appear to be fighting each other.,0.9667121171951294,0.5,14.0
Two dogs that are standing up holding each other.,Two dogs holding each other stand up.,0.958033800125122,0.3333333333333333,30.0
A man stretching out yelling while catching a Frisbee.,A man stretching out his arms yelled while he caught a Frisbee.,0.8958897590637207,0.4615384615384615,20.0
Two zebras playing together on a dirt road.,Two zebras on a dirt road play together.,0.9684860706329346,0.4545454545454545,27.0
Many jockies are riding horses down a beach.,Many jockies ride horses on a beach.,0.951373279094696,0.5,9.0
Several people are riding horses on the beach.,Several people on the beach ride horses.,0.973813533782959,0.3636363636363636,25.0
A zebra and a giraffe foraging together by some trees.,A zebra and a giraffe foraging in some trees together.,0.9932939410209656,0.5,17.0
Horses stand and drink from pond water near the road.,"Near the road, horses drink from a pond.",0.9125406742095948,0.3846153846153846,37.0
A horse is attached to a carriage.,A horse is connected with a carriage.,0.9622523784637452,0.5,9.0
A woman standing in front of a brown horse.,In front of a brown horse is a woman.,0.9080765247344972,0.4545454545454545,29.0
A trainer leads a girl on horseback to a field.,A trainer leads a girl in a field on horseback.,0.9893062114715576,0.4545454545454545,19.0
A little girl sitting on top of a brown horse.,A child sitting on a brown horse.,0.8358238935470581,0.5,17.0
Three horses are standing outside in the show.,There are three horses in the show outside.,0.9321874380111694,0.4545454545454545,28.0
Several people dressed as knights on horses in a courtyard.,"In a courtyard, several people on horses appeared to be knights.",0.9157421588897704,0.4,46.0
Two adults playing a game in a arena.,Two adults in an arena play a game.,0.9871882796287536,0.3636363636363636,18.0
a plate that has a orange slice on it,A plate with an orange slice on it.,0.981455385684967,0.4545454545454545,9.0
A display in a store filled with lots of ripe bananas.,A display of ripe bananas in a store.,0.9589276909828186,0.4166666666666667,34.0
A man standing on a baseball field holding a catchers mitt.,A man standing on a baseball field holding a catcher's mitt appeared to be holding back.,0.964186668395996,0.4666666666666667,29.0
A pile of oranges with on sliced on top.,"A stack of oranges with on top, cut.",0.8889882564544678,0.4545454545454545,16.0
Two white plates topped with lots of desserts.,"Two white plates, with lots of dessert.",0.9502902030944824,0.5,8.0
Set of bananas hanging off of a banana tree.,A banana hanging on a banana tree.,0.8483997583389282,0.4444444444444444,12.0
A meal of vegetables and seafood mixed together.,"Together, a meal of vegetables and seafood.",0.9030042886734008,0.5,26.0
"A fork next to an apple, orange and onion.","A fork next to an onion, orange, and apple.",0.9936584234237672,0.5,11.0
A person getting ready to use an apple slicer,What is the best way to use an apple slicer?,0.7587301731109619,0.2666666666666666,19.0
A skateboarder doing a trick with skyscrapers in the background.,In the background is a skateboarder performing a trick with skyscrapers.,0.9667187929153442,0.4615384615384615,46.0
A man posing for a picture while holding a skateboard.,A man holding a skateboard poses for a picture.,0.9812990427017212,0.3636363636363636,33.0
A grasshopper in a cage eating a slice of carrot.,A grasshopper eats a carrot in a cage.,0.9509779214859008,0.2727272727272727,24.0
A cricket inside of a small cage on a table..,A cricket in a small cage on a table.,0.9793866276741028,0.5,8.0
A bunch of fresh carrots still covered with dirt in a basket.,A basket full of fresh carrots still covered with dirt.,0.9754360914230348,0.5,22.0
a person riding a skate board grinding on a rail,A person riding a skateboard grinding on a rail.,0.9889342188835144,0.5,3.0
A small boy on a skate board on a ramp.,A child on a skateboard on a ramp.,0.857689380645752,0.3333333333333333,9.0
a lady wearing ski equipment in the snow,A woman wearing ski equipment in snow.,0.9483380317687988,0.5,11.0
a man that is standing on a snowy field,A man who is standing in a snowy field.,0.9741848111152648,0.4545454545454545,6.0
A child eating a sandwich with relish on it.,What happens if a child eats a sandwich with relish?,0.8621376156806946,0.3076923076923077,27.0
Two skateboarders riding their boards on a sidewalk.,Two skateboarders riding their boards on a sidewalk struck each other in the head.,0.8429341316223145,0.4666666666666667,30.0
a close up of a child eating something,A close-up of a child eating something.,0.9943453669548036,0.4444444444444444,3.0
A little girl sitting at a table eating a hot dog.,A little girl eating hot dogs.,0.905048966407776,0.5,22.0
A person riding down a sidewalk on a skateboard.,A person riding on a skateboard on a sidewalk.,0.9680452346801758,0.4444444444444444,16.0
A snow boarder is going down an indoor slope.,A snowboarder goes down an indoor slope.,0.9606506824493408,0.4545454545454545,7.0
A young woman taking a bite of food,A young woman biting a piece of food.,0.9128909111022948,0.4,7.0
A man eating a hotdog in a kitchen,A man ate a hotdog in a kitchen.,0.9503534436225892,0.5,5.0
A small dog chewing on hot dog like dog toy.,A dog is chewing on a hot dog like a toy. How do you stop it?,0.762877345085144,0.5,31.0
 Persons skating in the ice skating rink on the skateboard.,Persons skateboarding in the ice skating rink.,0.9634655714035034,0.5,25.0
A baby in a carseat eating a donut.,A baby in a car seat accidentally eats a donut.,0.8816254734992981,0.4,16.0
A bunch of doughnuts with sprinkles on them,A lot of doughnut with sprinkles on them.,0.9109816551208496,0.4545454545454545,7.0
A young man and woman playing a game of soccer.,A man and a woman playing a soccer game.,0.8869093656539917,0.4545454545454545,20.0
A group of young men playing a game of soccer.,A group of young boys playing a soccer game.,0.8422360420227051,0.4545454545454545,16.0
A plate that has a dessert on it.,A dish with a dessert on it.,0.827592134475708,0.4444444444444444,11.0
A young man poses with a surfboard next to water.,A young man poses next to water on a surfboard.,0.9864763021469116,0.5,26.0
Man sitting at a small table behind a pizza.,A man sitting behind a pizza table.,0.9426568746566772,0.4,26.0
"Two people, one being a young girl, are playing tennis.","Two people are playing tennis, one a young girl.",0.9827744364738464,0.4615384615384615,30.0
there is a young girl running and playing tennis,A young girl runs and plays tennis.,0.972936987876892,0.3333333333333333,18.0
A plate with sliced pizza and a bottle of beer.,A plate with pizza and a beer bottle.,0.93828684091568,0.4545454545454545,18.0
A man on a tennis court at night time.,A man in a tennis court at night.,0.968873918056488,0.5,6.0
three guys sitting down eating sandwiches and smiling,"Three guys sitting down eating sandwiches, smiling.",0.9934433102607728,0.5,6.0
A child eating a piece of cheese pizza.,What happens if a child eats cheese pizza?,0.7944731712341309,0.25,23.0
A female tennis player stands close to the net holding a racket.,A female tennis player holds a racket close to the net.,0.957679808139801,0.5,29.0
a crowd watching a girl ready to hit the tennis ball,A crowd watching a girl hitting the tennis ball.,0.9236776828765868,0.5,13.0
The chef is standing by a giant pan of pizza.,The chef is standing by a huge pizza pan.,0.9718754291534424,0.4615384615384615,14.0
A woman sitting on a bed brushing her teeth.,"A woman sitting on a bed, brushing her teeth, appeared to be in pain.",0.8797510862350464,0.4,25.0
A child leans into the camera brushing their teeth.,A child leans into the camera while he is brush his teeth.,0.966166853904724,0.5,17.0
A wall that is filled with some cool items.,A wall filled with cool things.,0.9340442419052124,0.5,18.0
"A sofa, television and a bike are sitting in a room.","In a room, a bicycle, television and a sofa are sitting.",0.9282293319702148,0.3846153846153846,31.0
a lady wearing glasses playing a video game,A woman wearing eyeglasses playing a video game.,0.927371621131897,0.4,10.0
A picnic table inside of a large room .,"A picnic table inside of a large room, like this :",0.9785633683204652,0.5,12.0
Two kids playing in a room with a beach ball.,Two kids played with a beach ball in a room.,0.9834555983543396,0.5,23.0
kites being flown on the beach near the ocean,Kites are flying on the beach near the ocean.,0.9445497393608092,0.4545454545454545,10.0
two kids play at the beach with their kite,Two kids play on the beach with a kite.,0.9853755831718444,0.5,9.0
The woman is flying her kite on the beach.,The woman flies a kite on the beach.,0.9656872153282166,0.5,9.0
Children in a green field flying a kite.,Children fly kites in a green field.,0.9813401103019714,0.4,23.0
This is a room full of laptop computers.,This is a room filled with laptops.,0.9190242886543274,0.3636363636363636,15.0
A man standing on a beach flying a kite.,A man flying a kite on a beach.,0.9227372407913208,0.4444444444444444,23.0
A woman standing in the sand with a kite.,A woman holding a kite in the sand.,0.916575014591217,0.3636363636363636,20.0
A baseball player holding a bat over his head.,A baseball player holding a bat over his head was seen in this video.,0.8718068599700928,0.5,23.0
A man standing over a little girl holding a baseball bat.,"A man stands over a little girl holding a baseball bat, according to witnesses.",0.93479585647583,0.5,27.0
A man hit something that exploded with a bat.,A man hit something with a bat and it exploded.,0.9848326444625854,0.4166666666666667,21.0
A baseball player swinging a bat during a game.,A baseball player swings a bat in the game.,0.923218071460724,0.5,10.0
A young boy holding a rack fulled of tennis ball.,A young boy holding a tennis ball fulled.,0.9413336515426636,0.4545454545454545,22.0
Two children are sitting at a table eating food.,Two children eat food at a table.,0.9419912099838256,0.3333333333333333,22.0
A man jumping in the air with a tennis racket.,A man jumps with a tennis racket in the air.,0.9862328767776488,0.5,25.0
A man holding a tennis racquet on a tennis court.,A man holding a tennis racquet on a tennis court is seen in this video.,0.9055073261260986,0.4615384615384615,22.0
Two women in white dresses playing a game of tennis.,Two women in white dresses play a tennis game.,0.9927725791931152,0.4615384615384615,16.0
There is a boy playing a game of tennis.,There is a boy playing a tennis game.,0.9938384294509888,0.5,13.0
A pizza that is half pepperoni and half chicken.,A pizza with half chicken and half pepperoni.,0.967613935470581,0.3636363636363636,22.0
Four girls who are looking at a computer.,Four girls looking at computers.,0.9767651557922364,0.4444444444444444,11.0
A young girl is holding a stuffed animal.,A young girl holds a stuffed animal in her hands.,0.9616310000419616,0.3333333333333333,19.0
a little girl holding onto a teddy bear tight,A child holding a teddy bear tight.,0.8597592115402222,0.4,17.0
Shelves are filled with parcels that have red ribbons.,Shelves are filled with parcels with red ribbons on them.,0.989481806755066,0.5,15.0
a brown teddy bear is sitting on a green bed,A brown teddy bear is lying in a green bed.,0.8630858659744263,0.5,7.0
a women that is walking down a sidwalk,A women walking down a sidwalk.,0.9843679666519164,0.5,10.0
A man walking under a tree while talking on a cellphone.,"A man walked under a tree while talking on his cell phone, police said.",0.8818031549453735,0.4666666666666667,20.0
A smart phone sitting on top of a wooden table.,On top of a wooden table is a smart phone.,0.9490667581558228,0.5,35.0
A refrigerator that has a plant on top of it.,A refrigerator with a plant on top.,0.9676160216331482,0.3636363636363636,12.0
People standing around a two story build with a clock on top of it.,People standing around a two-story building with a clock on top of it were seen.,0.8855069875717163,0.5,14.0
This kitchen has a metal side by side refrigerator/freezer combo.,This kitchen has a metal side-by-side refrigerator and freezer combo.,0.989784836769104,0.4615384615384615,7.0
A fancy clock hung up on a decorated wall.,A high quality clock hanging on a decorated wall.,0.9228087067604064,0.4545454545454545,14.0
People standing outside doorway with ribbon across it.,People standing outside the doorway with ribbons across it are seen.,0.9521231651306152,0.4615384615384615,14.0
A large crowd is attending a community fair.,A large crowd is expected at the fair.,0.8678063154220581,0.5,18.0
Two children who are sitting next to each other naked.,Two children sitting naked next to each other.,0.9805376529693604,0.5,20.0
A pile of teddy bears and dolls in a toy box.,A box full of teddy bears and dolls.,0.9150885343551636,0.3846153846153846,20.0
A man holding a giant pair of black scissors.,A man holding a giant pair of black scissors is seen in this video.,0.8679661154747009,0.5,22.0
Many craft items lay on top of a bag,Many craft items are laid on top of bags.,0.8992514610290527,0.5,10.0
a bunch of people are sitting around a table,A few people are sitting around a table.,0.9246219992637634,0.5,10.0
A man sitting in a chair holding a yellow umbrella.,A man sitting in a chair holding a yellow umbrella appeared to be in high spirits.,0.863686740398407,0.5,31.0
A man riding on the back of a motorcycle with a woman.,A man riding with a woman on a motorcycle.,0.9164193868637084,0.4166666666666667,24.0
A woman is standing on a kitchen floor.,"A woman is on the kitchen floor, police said.",0.7553455233573914,0.4545454545454545,24.0
A woman holding onto a pink bag of luggage.,A woman holding a pink bag of luggage appeared to be in tears.,0.7761303186416626,0.4285714285714285,29.0
A brown dog standing on the kitchen floor looking up.,A brown dog on the kitchen floor looked up at me.,0.8553847074508667,0.5,18.0
"close up of a microwave, oven, and a range","Close up of microwave oven, oven and range.",0.857176661491394,0.4545454545454545,11.0
A woman bathing a baby near a kitchen sink.,"A woman bathed a baby near a kitchen sink, police said.",0.8792427182197571,0.4545454545454545,16.0
a dog laying down eating food out of a bowl,What should I do if my dog eats food out of a bowl?,0.7709735035896301,0.2941176470588235,23.0
a kitchen with white counter tops and cabinets.,A kitchen with white countertops and cabinet.,0.9778729677200316,0.5,3.0
A man flying through the air while riding a surfboard.,A man flying through the air while surfing a surfboard was not injured.,0.87717604637146,0.5,20.0
An intracately designed boat on a river bank.,An intracately designed boat on the bank of a river.,0.9893564581871032,0.5,17.0
That tub is usually one found in a nursing home.,This tub is usually found in nursing homes.,0.9517984986305236,0.5,9.0
A bathroom with a white bath tub under a window.,"Under a window, a bathroom with a white bathtub.",0.9231776595115662,0.5,33.0
A clean bathroom is seen in this image.,In this image a clean bathroom can be seen.,0.9689666032791138,0.4166666666666667,32.0
A crowded city street filled with traffic at night.,"At night, a busy city street filled with traffic.",0.9322982430458068,0.5,23.0
a bird standing close to a parked car,A bird standing near a parked car.,0.9682081937789916,0.4444444444444444,9.0
A herd of cattle laying in the grass on the ground.,A herd of cows lying on the ground in the grass.,0.9339455962181092,0.4285714285714285,16.0
A vintage VW bus that is red and white.,"A vintage Volkswagen bus, red and white.",0.9557880163192748,0.4545454545454545,12.0
A white toilet sitting under a bathroom window.,Under a bathroom window is a white toilet.,0.9374756813049316,0.4,38.0
Putting a used toilet out with the trash is certainly not appropriate.,Can you put a used toilet in the trash?,0.8606754541397095,0.2352941176470588,48.0
A man riding on the back of a red motorcycle.,A man riding on the back of a red motorcycle appeared to be in high spirits.,0.8013190627098083,0.5,31.0
A calico cat curls up inside a bowl to sleep.,A calico cat settles down in a bowl to sleep.,0.9094997048377992,0.5,12.0
A couple riding a motorcycle down a street.,A couple riding a motorcycle down a street were seen laughing.,0.7890853881835938,0.5,19.0
A computer desk with highlighted papers all over it.,A computer desk with highlighted papers.,0.9763747453689576,0.5,12.0
A laptop computer sitting on top of a wooden desk.,A laptop sitting atop a wooden desk.,0.9497055411338806,0.5,15.0
A man riding on the back of a motorcycle.,A man riding on the back of a motorcycle is seen in this video.,0.853215217590332,0.5,22.0
A group of motorcyclists riding across the town,A group of motorcyclists riding around town.,0.9473605155944824,0.5,8.0
Four jets fly overhead trailing smoke with a clear blue sky.,"Four jets fly above, trailing smoke.",0.8965966701507568,0.3076923076923077,29.0
A large jetliner flying through a cloudy blue sky.,A large jetliner flying through a blue sky appeared to have crashed.,0.8106603622436523,0.4615384615384615,27.0
a large air plane on a run way,A large aircraft on a run way.,0.9122571349143982,0.4444444444444444,7.0
"inside a airplane hangar,a stealth plane hanging -up.","Inside a hangar, a stealth plane hanging up.",0.9795217514038086,0.5,12.0
A giraffe is standing outside in a field.,A giraffe is in a field outside.,0.9394131898880004,0.4444444444444444,19.0
some zebras a giraffe and other animals and some bushes and trees,Some zebras are giraffes and other animals and some bushes and trees.,0.9482426643371582,0.5,5.0
some zebras and giraffes are walking around,Some zebras are walking around.,0.8714644312858582,0.5,15.0
a field that ha a bunch of sheep in it,A field that has a lot of sheep in it.,0.9278581142425536,0.5,8.0
Planes are flying in a V formation in a blue sky.,Planes in a blue sky fly in a V formation.,0.9790896773338318,0.4166666666666667,27.0
The airplane is taking off the runway at the airport.,The plane is taking off from the airport.,0.8986579179763794,0.5,15.0
A small airplane flying over a field over crops.,"A small airplane flew over a field over crops, witnesses said.",0.8862824440002441,0.4545454545454545,20.0
A giraffe stands beneath a tree beside a marina.,A giraffe stands beside a marina tree.,0.9631500244140624,0.4444444444444444,20.0
The electronic light has many tiny green dots.,Electronic light has many tiny dots of green.,0.9774802327156068,0.4545454545454545,17.0
A woman on a bench reading a book,A woman on a seat reading a book.,0.8108125925064087,0.5,5.0
all the vehicles in this town are red,All vehicles in this city are red.,0.918562948703766,0.5,10.0
a couple of giraffes that are standing in a fence,A couple of giraffes in a fence.,0.9513100385665894,0.5,20.0
A man pushing a wheelchair on the street.,A man pushing a wheelchair on the street was struck and injured.,0.8198344707489014,0.5,23.0
A traffic light hanging over a street next to cross walks.,A traffic light hanging over a crosswalk.,0.9114586114883424,0.4545454545454545,17.0
A red fire hydrant placed near a building,A red fire hydrant placed close to a building.,0.9788614511489868,0.5,8.0
"Street full of cars, double decker buses, and someone on a bike","The road was full of cars, double decker buses and someone riding a bike.",0.8593654036521912,0.4444444444444444,18.0
A herd of sheep crossing a bridge over a river.,A herd of sheep crossing a river crossing a bridge.,0.9911679029464722,0.5,15.0
A yellow schoolbus with a woman spread out in front of it.,A yellow schoolbus with a woman on the front seat.,0.8055638074874878,0.4285714285714285,15.0
Girl siting on a bench in the woods in the fall.,"In the fall, a girl sat on a bench in the woods.",0.956443190574646,0.5,32.0
A giraffe standing outside of a building next to a tree.,A giraffe standing next to a tree in a building.,0.9648274183273317,0.4166666666666667,28.0
Top of a fire hydrant covered in pink paint.,"On the top of a fire hydrant, which is covered with pink paint.",0.905871570110321,0.4666666666666667,21.0
