original,paraphrase,sim,jaccard,edit_dist
"Rock Bottom is a chain brew pub one that, in my opinion, is just \""OK\"".",Rock Bottom is a good beer pub that has a nice ambiance.,0.7709055542945862,0.25,37.0
"I go to Rock Bottom pretty often for dinner or their awesome beer, so I was really really excited to have my bridal shower there.",I went to Rock Bottom for my wedding and was so pleased to be able to get a bridal shower.,0.8823580741882324,0.2903225806451613,72.0
Came with my BF we started with the crab artichoke dip.,"My BF and I had the crab artichoke dip which is one of my favorite dips. I had it as my lunch, and it was very yummy!",0.7595284581184387,0.1923076923076923,92.0
Another good meal ... this time the Housemade Meatloaf.,I've got a new favorite meatloaf... Chicken Meatloof... :),0.7813008427619934,0.0,43.0
Good food and large portions.,"Great food, portions are large and the prices are good.",0.7911292314529419,0.1666666666666666,35.0
Good club for a good laugh.,Good club for a good laugh. Good club. Good party. Good place to meet people.,0.804670512676239,0.4545454545454545,50.0
Came here to see Charlie Murphy.,Charlie Murphy is such a nice man.,0.789101243019104,0.0833333333333333,25.0
"I'm HUGE SNL fan, so naturally if someone who's been in the cast is touring, I'll come here to see them.",Yes. I'll go to SNL when the cast is touring.,0.8314213156700134,0.24,71.0
"My friends & I all purchased Groupons  for the Pittsburgh Improv on or around March 22nd, 2012.",We've spent all of our money in Groupons. This is not the last time we will be purchasing Groupon for Pittsburgh Improv.,0.7833994030952454,0.1142857142857142,84.0
"The Pittsburgh Improv is unfortunately another great idea hamstrung by the details of mediocre execution (some specific examples at the end).\n\nThe setup is nice, a delightful--if a bit sterile--reproduction of what you'd think a comedy club should like if you watch enough TV.","The Pittsburgh Improv is, in short, another great idea, hamstrung by the details of mediocre execution (some specific examples at the end).",0.8235498070716858,0.3571428571428571,150.0
I love that we have a great comedy club in Pittsburgh with a great location at the Waterfront.,Pittsburgh Comedy Club is amazing,0.8268440961837769,0.1666666666666666,73.0
This is the best Giant Eagle in the area and is the most like grocery stores in Bay Area.,The best Giant Eagle in the bay area.,0.8504241704940796,0.4666666666666667,53.0
"oddly enough, of all the giant eagles i have visited in pittsburgh, this is the only location that carries the toothpaste that i've used for most of my life (outside of pittsburgh).",the only location i've visited in pittsburgh that has toothpaste that i've used for most of my life,0.8243260383605957,0.4827586206896552,93.0
"Nice venue,  good food, great beer, awful service.",Good food. Went there for happy hour with some brews. Service was great.,0.7522190809249878,0.05,53.0
The Pros: Great view of the city and river in good weather...  \nLovely for loud large groups\nVaried menu with some original items\nGreat place to watch a game inside with a huge bar\nFun location\nGood place to take out of towners.\n\nThe Cons: The food when I went yesterday was not great.,The Pros: Great view of the city and river in good weather. Lovely for loud large groups. Varieties available. Large bar. Great location.,0.7500895261764526,0.2653061224489796,171.0
We were going to see a movie that started at 9:40pm.,We were going to see a movie at 9:40pm. We did not get a reservation so we called at 9pm.,0.7524095773696899,0.5,46.0
Food was ok. Waitress was a huge air head.,Food was ok but a waitress was not very pleasant to work with.,0.8082650899887085,0.25,32.0
$1 burger night on Tuesday.,"$90, which includes $2 off a burger night",0.7597992420196533,0.1818181818181818,33.0
"Servers are chatting, not paying attention to tables.",a server chatting and not paying attention to tables,0.8421138525009155,0.3076923076923077,13.0
We stopped here to enjoy a drink before our movie.,"We stopped here to enjoy a drink before our movie. The food was good, the portions are generous and the portions were large.",0.7914819717407227,0.5,74.0
I'm not into waterparks as much as I am into amusement parks.,"I love roller coasters, but not waterparks.",0.8516413569450378,0.1333333333333333,42.0
"It's fun, but not as fun as Kennywood.","Kennywood is fun, but not as fun as Kenniwood.",0.9117464423179626,0.5,12.0
Sandcastle is a mixed bag for the kiddos.,"Sandcastle is the simplest thing to make. However, it's so hard to get a large group of kids to enjoy it and have fun.",0.7895647287368774,0.1538461538461538,86.0
"For some reason, I had a tremendous amount of anxiety about buying a new mattress.",I felt like I was going to be forced to buy something else because it would be my next mattress.,0.7591415643692017,0.0689655172413793,64.0
I'm a mattress buying novice.,So I have to decide what mattress to buy. I'm a beginner.,0.7567082047462463,0.2307692307692307,37.0
"I don't care what Cub and Bulls fans think, this Steeler and Penguins fan thinks deep dish pizza is not all that.",no matter what fans think of Chicago or Pittsburgh i think deep dish pizza is the only thing that will make a good dick,0.7693823575973511,0.1891891891891892,84.0
The menu is outstanding but the pizza and beer is too expensive.,"It is expensive for the food, but the beer and the pizza is delicious.",0.7589433193206787,0.4,47.0
"All in favor of a deep dish pizza say I!.......IIIIIII,  ok now that i have that out of my system.",I love deep dish pizza!,0.7918848395347595,0.15,79.0
"Wasn't terrible,\nBut certainly wasn't great.\nSave your hard-earned cash.","Wasn't terrible, but certainly wasn't great. Save your hard-earned cash.",0.9534063339233398,0.4545454545454545,5.0
"I've had PF Changs both in Pgh and KC and honestly, I'm never been disappointed nor elated with the food.",Great food. I had the PF Changs in KC and it was good. They are so fresh and not over stale! I will be back and try them again!,0.7885360717773438,0.2162162162162162,89.0
So I have never been to P.F.,So I have never been to P.F. I have been to the club but never to P'F's. I'm a pretty good fan.,0.8032435178756714,0.4375,67.0
LOVE the food!!!!!!,WOW!!! They're a huge fan of the food! They are so good!,0.7555779218673706,0.0714285714285714,44.0
Surprised how empty the restaurant was tonight.,The restaurant was almost empty.,0.8010607361793518,0.3333333333333333,31.0
Good quality pork fried dumpling and mongo beef.,Excellent fried dumpling & beef.,0.7981401681900024,0.3,25.0
"Let me start off by saying I have mostly simple tastes, and my favorite lunch spot for Chinese has been the New Dumpling House in Squirrel Hill.",China is a common dish for people in the city and it's a staple in the Chinese-American community. The New Dumpling House is an ideal spot for a quick lunch.,0.7626451253890991,0.1904761904761904,109.0
"What can I say, I'm a shill for Target!",i was a shill for Target,0.8702217936515808,0.3636363636363636,17.0
Target is one of my favorite stores -- I just love wandering around late at night when the store is quiet -- it's just so therapeutic!,Target is great at night time!,0.8030005693435669,0.16,106.0
I've been to many Targets and they're all the same.,Targets are ok but they're all the same.,0.8107044696807861,0.3846153846153846,23.0
I love bed bath & beyond!,great selection! I love everything bed bath and beyond!,0.8242201805114746,0.5,31.0
We just completed our wedding registry at the Homestead location.,We'll send you a link to the wedding registry later.,0.7515749931335449,0.1764705882352941,43.0
"Much like every other Eat 'n Park (3 or 4 stars worth of chain-diner food), except the last five times I've been here, the service has been damn, damn, daaaaaaaamn slow.","I've had better service at another Eat'n Park, even at a low rate. I can't believe how slow the restaurant service has gone for so long.",0.8078955411911011,0.0833333333333333,117.0
"If you must eat at Eat N Park, this is the one you want to go to.",Eat N Park is great!,0.7653027772903442,0.1764705882352941,48.0
Great location!,Great location and the location is excellent.,0.8101568222045898,0.1428571428571428,31.0
They make a nice breakfast for less than the tip form dinner the night before.,Their breakfast can be good at any time of the day.,0.7611476182937622,0.0869565217391304,49.0
God i hate eat n park.,i hate the eat and park!,0.7912207841873169,0.3333333333333333,11.0
"Since both Marshalls and TJ Maxx are owned by the same company, I make sure to stop by both locations when shopping at the Waterfront.",The Marshalls is owned by Marshalls and is located on the Mercantile Exchange. They also have a store called TJ Maxx in the Waterfront.,0.8333485126495361,0.2352941176470588,90.0
The service was mostly friendly but I was disappointed in my meal.,This restaurant was a disappointment. The staff was rude and not polite. The food was good. But the service was awful. It took forever to get drinks.,0.7627967596054077,0.1379310344827586,114.0
"The food was really good, but the prices were pretty high and the portions were on the small side.",Very good food. The portions were good.,0.7789565920829773,0.1578947368421052,69.0
In the Homestead area of Pittsburgh.,"A homestead, the homestead in the eastern end of Pittsburgh.",0.8077340126037598,0.5,28.0
I'm not too impressed with this particular Dick's Sporting Goods.,"I'm not too impressed with this particular Dick's Sporting Goods. It's an old-fashioned sportswear store, not a sportswear department. The colors are nice, but the design is not great.",0.7855902910232544,0.4,119.0
This is the best experience I've had at a bike store in the Pittsburgh area.,"Best bike shop in Pittsburgh. The sales people were friendly, helpful, helpful and helpful.",0.7665473222732544,0.1666666666666666,72.0
Big Bang Bicycles is phenomenal!,The Big Bang Bicycles is an amazing ride!,0.9202162027359008,0.4444444444444444,18.0
Good pizza and i love the breadsticks...i don't know too much else about this place,Delicious breadsticks and pizza that's good.,0.7765183448791504,0.1052631578947368,59.0
I have been looking for 3 years for good crab rangoon - I finally found it!!!,The best crab rangoon I have had in a while. It was the best rangolion I ever had in my life!,0.7694262266159058,0.1538461538461538,68.0
Best pierogies in tahn!,The pierogies in Tahn are a great tahn experience and the pierogys are always great.,0.8426971435546875,0.1428571428571428,67.0
"Great service, friendly staff, great food, great prices.","We have always had great food here at the restaurant. Great service, friendly staff and great prices.",0.7819452285766602,0.2352941176470588,64.0
"Called for an arrangement for pickup, told the person who took my order that I would be able to pick the arrangement up at 5:30pm.",I asked to be picked up at 5:30. I said no problem. The person who took my order said I'd be there.,0.7842718362808228,0.3666666666666666,85.0
Luigi's pizza is amazing!,Luigi is a great chef. His pizza is amazing and he is uber friendly.,0.8257485628128052,0.1428571428571428,45.0
I think it is ridiculous that they say they need more clients!,So they are trying to gain more clients!,0.7890710234642029,0.1875,38.0
"Now I'm picky about my hair, but Mane Attractions was so bad that I walked out after about 15 minutes of watching the stylists work on other clients.\n\nI had desperately needed a haircut and walked in for a major trim and re-shaping of my layers.","I was a little snobbery and rushed through the whole haircut, not satisfied, until the stylist came out and I got a new haircut.",0.7805848121643066,0.1132075471698113,182.0
Lincoln Bakery is yet another local bakery I've been meaning to try.,"Lincoln has great coffee, a nice selection and a great menu. Its a really nice small bakery, though, I'm not sure if they are close by.",0.7533286809921265,0.03125,92.0
"Lincoln Bakery makes very delicious donuts, pastries, and desserts.",Lincoln Bakery is one of the best places for donuts and cake.,0.8899938464164734,0.1666666666666666,41.0
Simply the best thrift store I've ever been to.,Best thrift store I've been to in Las Vegas. This store is great! And they always make the selection so good.,0.7505512237548828,0.2608695652173913,82.0
Love the store.,Great store and great customer service!,0.7878755331039429,0.0,29.0
"I love a deal, and this has been my favorite thrift store since I was a kid.","This is my go-to thrift store. It's a cute, eclectic thrift shop that's easy to get to and there's always something to shop for.",0.7539505958557129,0.1666666666666666,95.0
"This thrift store is one of the best in Pittsburgh; it's huge and has a great selection of books, clothes and housewares.\n\nWith that being said, there are a number of drawbacks to shopping here because of its popularity.","Despite its large size, it is the only thrift store in Pittsburgh that's located at a slightly lesser cost.",0.7947685718536377,0.1555555555555555,163.0
Place has amazing omelettes that are almost as big as the size of the plate.,They have the best omelettes and most delicious omelets in town.,0.7605549693107605,0.0909090909090909,49.0
Thank You Kim and Kurt!,I am incredibly happy for Kim and Kurt! I am looking forward to getting started soon!,0.7863907814025879,0.1875,67.0
I can not express my thanks & gratitude enough to everyone at Paul's Clock Repair.,Thanks to everyone at Paul's Clock Repair. I am a very grateful man!,0.8174680471420288,0.4,62.0
We are fans of Pistella Beer Distributors simply because we needed beer one night while visiting some friends and family in Pittsburgh and they happened to be on the way to something we were doing.,We love beer and that's why Pistella was on our way to Pittsburgh.,0.8618695735931396,0.1944444444444444,154.0
I've been told several times that this place had a great brunch.,"Good brunch, but I have to go back there. It's so hot inside!",0.7516072392463684,0.0,52.0
"I often have lunch at the nearby Point Brugge Cafe, but I decided to give Pino's a try today for a change of pace.",Pino's is a good place for lunch and dinner.,0.7905287742614746,0.1481481481481481,93.0
"Pino's appears to fashion itself something of a nouveau-Italian, smart casual neighborhood restaurant, and it's literally just that.","Pino's is a trendy, smart-casual neighborhood restaurant with a casual menu that will please even the most casual palate.",0.8308182954788208,0.1290322580645161,96.0
"\""God this is the best eggplant that I have ever tasted!\""  was what our friend said after he took his first bite of the Sicilian eggplant served at Pino's.","""Greatest eggplant I've ever had!""",0.7905962467193604,0.0666666666666666,127.0
We were huge fans of Pinos a few years back before the wine bar concept was adopted.,"Several months ago, it was all about the Pinos and the Pinós was the first. The bar was always full of beer. I love pinos.",0.7900855541229248,0.15625,85.0
I went to Pino's with my three other friends for Restaurant Week and was underwhelmed and completely disappointed.,"The food was great, and I had a great experience. The staff were friendly and attentive, but a few things didn't come through that I didn''t expect from Pino's.",0.7534662485122681,0.0769230769230769,118.0
"I went to Pino's recently, only to be disappointed by the owner himself.",I had the absolute worst experience with a Pino's... they took my money to an establishment that is not the best and the owner took it from me.,0.8152236938476562,0.1212121212121212,98.0
If you don't like your food... do not send it back to the kitchen...,"Do not send the food back to the kitchen,",0.845190167427063,0.375,37.0
This Giant Eagle truly is giant!,This giant eagle is so big that he can be walked by!,0.8510046005249023,0.2857142857142857,31.0
This Giant Eagle seems more like a GetGo than an actual supermarket.,A giant eagle that would look like a Supermarket.,0.8253008723258972,0.3333333333333333,38.0
"I wish I could return a haircut.\n\nUnfortunately Kelly, Melissa, and Jen were not there so I settled for whoever was free at the time.","I wish I could return a haircut.nnIt would have been nice if Kelly, Melissa, and Jen were not there.",0.8487461805343628,0.3793103448275862,71.0
i'm not sure why this place has bad reviews.,i'm not sure why this place has bad reviews. i think it's because the staff at the bar is terrible.,0.7937014102935791,0.4736842105263157,55.0
"According to Urbanspoon (blasphemy I know) their are like 1,100 pizza places in pittsburgh.","oh, that's an insane number, they don't have pizza places there.",0.7923613786697388,0.0869565217391304,59.0
"Food: There are countless options to choose from for vegetarians or carnivores, but the food is only so-so.","No such thing as vegetarian food, not even if you're a vegan or vegetarian.",0.7521682977676392,0.032258064516129,81.0
Tasteless food that arrived over an hour after it was ordered and was cold.,"Food was cold, cold, very hot, cold. Food tasted terrible.",0.7575392723083496,0.1666666666666666,55.0
Not Tasty At All.,Don't Be Tasty at All.,0.8287160396575928,0.5,7.0
"Based on some recent reviews, it looks like the quality of food at Minutellos has slipped a little bit.","There are better restaurants in this town, but the quality of food is better at Minutellos.",0.7785290479660034,0.1724137931034483,65.0
Minutello's is going out of business.,Minutello's has gone out of business.,0.9734554886817932,0.5,4.0
Please do not adopt any pets from here until they update their standards.,Please do not adopt any pets from here.,0.8447298407554626,0.5,34.0
I adopted a dog from the ARL this past spring.,I got a puppy from ARL. He is my GF's new pup.,0.7762273550033569,0.1578947368421052,32.0
This is a terrible shelter.,This shelter is the most terrible.,0.9214263558387756,0.2222222222222222,19.0
This place is PHENOMENAL.\nI got my bunny here a few months ago and the ladies were so nice and helpful and they take SUCH good care of the animals.,Great place to bring the bunny. They care so much about the animals.,0.8144723773002625,0.1875,104.0
"Tire replacement, was told it would take about 1.5 hours (when I had an existing appointment).","I was told that they would take 15 minutes to replace my tires. I did, however, receive an update with my scheduled appointment.",0.8226674199104309,0.1935483870967742,89.0
"Tazza D'Oro has a generally European decor, with dark, rich colors and textures, and a cozy layout that makes the most of the space.","Tazza D'Oro is very modern, a cozy and elegant dining room, and offers stunning views of the city.",0.7869552373886108,0.2258064516129032,83.0
"Best coffee in Pittsburgh, without a doubt.",Pittsburgh coffee shops and coffee shops.,0.7516622543334961,0.0909090909090909,35.0
"I've read countless 5-star reviews of this coffee shop and I'm sorry, but I don't wholly agree with, well, everyone else; so, here's my slightly alternative take on the cafe.","I was pleasantly surprised by the quality of the coffee and the variety of products. I love their coffee shop, but not a good place to start a business.",0.7734664082527161,0.1276595744680851,127.0
"I think the lattes have improved since my last review and their soy cappuccinos are the best I've ever had, in fact, I never even cared for them until trying Tazza D'oro's.","Tazza D'oro's have a new latte design a lot better than the liquid cappucino, but it's not quite the same quality.",0.7656061053276062,0.0652173913043478,123.0
"I had always meant to visit Enrico's, and since my friend recently moved to the neighborhood, it was a perfect opportunity to cross it off my list.\n\nSo here's what I liked: the cappuccino was perfect.",I'd always thought to go to Enrico's in town but after my friend moved here I had to go for a cappuccino and ended up with the perfect one.,0.8845551013946533,0.2857142857142857,135.0
Best coffee it Pittsburgh?,Pittsburgh's best coffee is the Golden,0.8286304473876953,0.25,26.0
We ordered a double espresso which looked more like a single shot.,"We ordered a double espresso, it seemed more like a single shot than a coffee.",0.9233220219612122,0.4117647058823529,23.0
"Delicious wings - sometimes a bit too deep fried for my taste, but really tasty flavors and spices.","My favorite wings - but maybe I shouldn't have had them when I ate them, but I'm glad they didn't over cook!",0.7533836364746094,0.1176470588235294,78.0
Pretty good bar food.,Great bar food. Food was very good. Very good portions.,0.8358567357063293,0.3,39.0
I found Buffalo Blues to be merely OK.,I voted Buffalo Blues as being OK.,0.8334399461746216,0.3636363636363636,12.0
"Wednesday is Wing night, i.e., eat your face off night.","Friday is Wing night, so be sure to eat your face off tonight and then come back on Friday and the Wednesday before the day starts.",0.8413894176483154,0.32,89.0
Wing night wednesdays!,wing night Wednesdays at 9pm!,0.913884162902832,0.3333333333333333,9.0
This is the worst service (or worst non-service) I have ever experienced.,Definitely the worst service I have ever experienced (or worst non service),0.902591347694397,0.4666666666666667,48.0
I hate this place.,I don't like this place,0.7594383955001831,0.2857142857142857,9.0
"I have a love-hate relationship with this place...  \n\nI love it because it's extremely close to me (so, it's convenient when I'm craving a beer) and the atmosphere on Sundays is outstanding.",I hate this place. It's a beer place. But it's just an awesome place.,0.7620148658752441,0.1081081081081081,144.0
I came in here to have a diagnosis done on my car because the ABS light was on.,The mechanic did the ABS diagnostic for me and it didn't seem like there was any issue with the car.,0.7713295221328735,0.0909090909090909,66.0
The most important quality a mechanic can have is honesty.,honestness will always be the most important quality of a mechanic.,0.8976781368255615,0.3125,50.0
I thought I need an alignment and turns out all I needed was a tire balance.,I got a wheel alignment and the tire balance was all I needed.,0.9079087972640992,0.3684210526315789,41.0
The Kelly Strayhorn is a good idea which is poorly executed.,The Kelly Strayhorn is a very bad idea. I would have liked to have been able to make a good idea but I am a little disappointed with it.,0.8534568548202515,0.2592592592592592,89.0
"Food glorious foooood, hot sausage and MUStard...\n\nActually they don't sell hot sausage and mustard but, you know.","Food glorious foooood, hot sausage and MUStard...",0.8721867799758911,0.4,67.0
Came across this place after checking out a Thai restaurant across the street.,"Located right off the highway, this Thai restaurant is great for a quick lunch in the area. The restaurant is very modern and has an Asian feel to it.",0.7625115513801575,0.15625,102.0
I've had a wide range of experiences here.,I've had many experiences here.,0.8851674795150757,0.4444444444444444,13.0
"Dear Shadow Lounge, \nI miss you.","Hello, Shadow Lounge. I miss you.",0.8757085204124451,0.3333333333333333,8.0
"As a Brooklyn based live indie-electronic/hiphop performer that travels, Shadow Lounge is by far one of my all time favorites.",What I like about shadow lounge is the ambiance and vibe - the music reflects the hiphop culture.,0.7617175579071045,0.0909090909090909,100.0
Great club/bar/lounge/venue.,Definitely one of the best clubs. It's in a great location and its great for drinking and drinking and dancing.,0.7723701596260071,0.0588235294117647,95.0
I love this store.,I love this store. I love the stores in this store and love the food.,0.8320202231407166,0.4,51.0
I love hardware stores.,I go to hardware stores all the time.,0.858647346496582,0.2,17.0
What has happened to the East Liberty Home Depot?,it was renamed East Liberty Home Depot,0.8378213047981262,0.2307692307692307,18.0
Great for a quick cut.,The product is good for a quick cut.,0.8366420269012451,0.4444444444444444,17.0
"Provolone sticks arrived undercooked, cheese was fully solid, they tasted okay.","There are a couple of reasons why this happened, namely that the cheese wasn't heated thoroughly. The fact that the prosvolone sticks were still raw makes them look ok.",0.7940351963043213,0.0571428571428571,123.0
Worst pizza I've had in Pittsburgh.,"I've had this pizza before, but they weren't very good, and they haven't been very good in Pittsburgh.",0.8462074995040894,0.2941176470588235,72.0
Great Hoagies!,Great Hoagies! Great Ho agie!,0.902151107788086,0.5,15.0
I've should have known better than to order a salad from a pizza joint.,"I ordered a salad from a pizza joint. It was not good, but if it were my first time, I would have never ordered it.",0.8015285134315491,0.2142857142857142,86.0
I think the only thing I appreciate about Whole Foods is entering the store and seeing their fresh cut flowers.,"I like Whole Foods, but this store is pretty sad. I don't like being in a grocery store, but I like that they have fresh cut flowers.",0.7880312204360962,0.2121212121212121,78.0
I loved Whole Foods in Ohio.,i've been to Whole Foods in Ohio over the years and everything has been top notch. i live across the country and they make it all so worth the price.,0.7826708555221558,0.1428571428571428,127.0
"Compared to other Whole Foods locations, this one is tiny!",I think this store is smaller than Whole Foods. I think the store was too small.,0.7516346573829651,0.15,52.0
Worst parking lot in Pittsburgh.,This is one of the worst parking lots in Pittsburgh. Parking lot is huge and it takes forever to park in this location.,0.8376336097717285,0.2631578947368421,88.0
I like this Whole Foods location.,I would like to shop at Whole Foods in the north part of town for my husband and son. This Whole Food is great!,0.7543894052505493,0.2083333333333333,83.0
I am a big fan of the Whole Foods company in general.,I like Whole Foods but I prefer other brands,0.7633723020553589,0.1764705882352941,38.0
I love shopping here.,"I love shopping here. Great shopping, good value.",0.8694455027580261,0.5,28.0
I think Whole Foods and Giant Eagle Market District are competing for the title of most annoying place to shop.,Giant Eagle market is an annoying place to shop.,0.775193452835083,0.3181818181818182,64.0
"I love Whole Foods, and I have been a fan for a few years now.",I am a huge Whole Foods fan. The owner is very friendly and helpful.,0.7748223543167114,0.1739130434782608,42.0
"My expectations for Whole Foods Market had been established as was growing up in the DMV (D.C., MD, VA) area.",Whole Foods has been a big part of my childhood. My parents lived in DMV and I had high expectations.,0.8018568754196167,0.21875,87.0
"Yes, the parking lot in crazy.","No, there's no parking lot in crazy.",0.90754497051239,0.4444444444444444,10.0
"Jimmy Tsang's Chinese Restaurant is one of the old \""traditional\"" Pittsburgh restaurants, a place you remember as always \""being there.\""  My parents feel the same way about it.","Jimmy Tsang's Chinese restaurant is one of the old ""traditional"" Pittsburgh restaurants.",0.8284679651260376,0.3448275862068966,91.0
