original,paraphrase,sim,jaccard,edit_dist
Really the only thing good about this place is the happy hour.,What are the best things about happy hour at this place?,0.8239862322807312,0.2222222222222222,40.0
Great environment at night!,What is a great environment to be in at night?,0.8070740699768066,0.2727272727272727,21.0
I'm a mattress buying novice.,I'm a novice mattress buyer.,0.943149983882904,0.4285714285714285,17.0
Great customer service.,What is great customer service?,0.7806842923164368,0.3333333333333333,10.0
So I moved to Pittsburgh from Los Angeles.,"From Los Angeles, I moved to Pittsburgh.",0.950914978981018,0.5,33.0
This place.. Is ok if ur grabn something quick ..,This place.. Is ok if u grabn something quick..,0.9909924268722534,0.5833333333333334,2.0
Went with 5 others for a weeknight dinner.,Went with 5 others for dinner last night.,0.9173343181610109,0.4545454545454545,14.0
Not quite authentic but good enough for Pittsburgh.,"Not quite authentic, but good enough to live in Pittsburgh.",0.9156970381736756,0.5,10.0
I really love deep dish pizza.,What's your favorite deep dish pizza?,0.8779150247573853,0.2,17.0
I ate here at around 8:00 on a Saturday night.,I ate here on Saturday night around 8:00.,0.9767118096351624,0.5,26.0
Pizza ok on it's own nothing great .,"Pizza is ok on its own, nothing great.",0.9416494965553284,0.3333333333333333,6.0
"All in favor of a deep dish pizza say I!.......IIIIIII,  ok now that i have that out of my system.",All in favor of a deep dish pizza say I!,0.9183911681175232,0.4736842105263157,58.0
I had the deep dish pizza and it was very good!,What is the best deep dish pizza recipe?,0.7924485802650452,0.2666666666666666,30.0
Was very disappointed with the food.,Was very disappointed with the food at this place.,0.9552796483039856,0.5,14.0
Interesting the reviews here are less than stellar already.,"Interesting, reviews here are already less thanstellar.",0.770667314529419,0.3333333333333333,21.0
"Wasn't terrible,\nBut certainly wasn't great.\nSave your hard-earned cash.","It was not terrible, but certainly not great.",0.7595590949058533,0.0769230769230769,42.0
"Honestly, I'm furious.","Honestly, I'm furious, he said.",0.8033333420753479,0.3333333333333333,9.0
Stars are for the food only.,Stars are only used for food.,0.8955144286155701,0.3333333333333333,13.0
The service was lackluster.,"The service was lackluster, he said.",0.9013546705245972,0.4285714285714285,9.0
"Walked in tonight, Wednesday, at 9:50, the place was empty.","At 9:50 p.m. Wednesday, the place was empty.",0.849932074546814,0.5,26.0
Good quality pork fried dumpling and mongo beef.,What are the best pork fried dumplings and mongo beef?,0.8744946718215942,0.2857142857142857,18.0
"I seriously don't know why people love this place so much, the food here is horrible.",Why do people love the food here?,0.8179833292961121,0.2777777777777778,55.0
This is the fourth Changs I've eat ate.,This is the fourth Chang's I've ever eaten.,0.8788558840751648,0.4545454545454545,6.0
Our family loves this restaurant.,Our family loves this restaurant very much.,0.9773143529891968,0.5,10.0
This place hit the spot.,"This place hit the spot, he said.",0.7841094732284546,0.5,9.0
I live close by so I go here frequently pretty much for the free WIFI and espresso.,"I live close by, so I often go here for free espresso and wifi.",0.946090817451477,0.45,44.0
I've had bad experiences here a few times now.,I have had bad experiences here a few times.,0.9764361381530762,0.5,7.0
The food was fine.,The food was very good.,0.8355765342712402,0.5,9.0
I only allow my dogs to go to Dr. Bezak.,Should dogs be allowed to go to Dr. Bezak?,0.8829270005226135,0.3076923076923077,18.0
"I mean, it's Target.",I mean it's a target.,0.94057035446167,0.5,4.0
"What can I say, I'm a shill for Target!",What can I say if I am a shill for Target?,0.9189472198486328,0.4615384615384615,6.0
Watch out when it looks like something is on sale.,"When it looks like something's on sale, watch out.",0.9219245910644532,0.4615384615384615,23.0
I love bed bath & beyond!,I love bed baths and beyond!,0.840944766998291,0.5,4.0
We just completed our wedding registry at the Homestead location.,We just completed our wedding registry in Homestead.,0.989592969417572,0.5,15.0
Eat n Park is usually decent.,"Usually, eat n park is good.",0.9539691209793092,0.5,24.0
"If you're looking for a wallet, a new cheap purse or something of that nature--this is the place to go.\n\nOtherwise, this kind of shopping just isn't for me!\nI don't have the patience for clothes shopping here though.\nThe racks drive me nuts bc they're in no particular order.\n\nIts \""Shirts/Sizes\"", \""Pants/Sizes\"", \""Jeans/Sizes\"", \""Coats/Sizes\""\nI can't look through a gazillion racks of shirts looking for something I like (aimlessly) in a M or L...","If you're looking for a wallet, a new cheap purse or something of that nature, this is the place to go. I don't have the patience for clothes shopping here.",0.8187533617019653,0.4137931034482758,306.0
Got lunch from here today.,Today we got lunch from here.,0.9304767847061156,0.375,16.0
Service an atmosphere was great.,An atmosphere was great service.,0.975864052772522,0.4285714285714285,17.0
Will I come here again?,Will I ever come back here?,0.8189737200737,0.375,14.0
My husbands first time.,My husband for the first time.,0.9215555787086488,0.4285714285714285,8.0
In the Homestead area of Pittsburgh.,"In Homestead area of Pittsburgh, Homestead.",0.9588443636894226,0.5,15.0
Very bad purchase experience.,Have you had a bad purchase experience?,0.7764849066734314,0.2222222222222222,13.0
I'm not too impressed with this particular Dick's Sporting Goods.,I am not impressed with Dick's Sporting Goods.,0.9525614976882936,0.5,22.0
By far the worst McDonald's in the world.,What is the worst McDonald's in the world?,0.923035740852356,0.4,8.0
By far the absolute worst Mcdonalds in the\nWorld.,What is the worst McDonald's in the world?,0.903573989868164,0.25,20.0
I've had mixed results here.,Here I have had mixed results.,0.9383001327514648,0.2222222222222222,13.0
When I think BBB...,When I think of BBB...,0.9514451026916504,0.8,3.0
Pizza is very hit or miss.,Pizza is a hit or miss hit.,0.9020244479179382,0.4444444444444444,8.0
Came here from PGH for the first time.,Came for the first time from PGH.,0.8961769342422485,0.5,22.0
Love butter?,Why do you love butter?,0.8412049412727356,0.4,12.0
Best pierogies in tahn!,What are the best pierogies in Tahn?,0.8975034952163696,0.375,16.0
They do great quality work.,"They do great quality work, he said.",0.8809698820114136,0.5,9.0
A great little place.,A great place to visit.,0.7722346186637878,0.2857142857142857,12.0
I stop by here frequently when I am on my way to work for breakfast.,I often stop by here for breakfast.,0.89691162109375,0.4,40.0
The pros:\nYou get a TON of food for your money.,The pros : you get a lot of food for your money,0.9641061425209044,0.4666666666666667,8.0
"If you have any common sense at all, please don't stay here.","If you don't have common sense, why don't you stay here?",0.8431011438369751,0.4,26.0
OMG who wrote the review below?,Who is the author of the review below?,0.8277695775032043,0.4444444444444444,16.0
I got a pedicure here.,Here I got a pedicure.,0.9672966003417968,0.4285714285714285,10.0
"This is my favorite 'event' restaurant (by which I mean, spendy, but definitely worth it for special occasions).",This is my favorite 'event' restaurant (by which I mean spendy but definitely worth it for special occasions).,0.9967185854911804,0.8,2.0
I think it is ridiculous that they say they need more clients!,Why do they say they need more clients?,0.8813620805740356,0.2857142857142857,26.0
Quite possibly the best bakery in Pittsburgh.,What is the best bakery in Pittsburgh?,0.937680959701538,0.4,12.0
Got a key lime pie from this place.,Where can I get a key lime pie?,0.8564085960388184,0.2307692307692307,27.0
Simply the best thrift store I've ever been to.,What are the best thrift stores?,0.8354405760765076,0.25,27.0
"Ever shopped at a Thrift Shop that sells high end labels, some brand new and gently used items like backpacks for $5?",Have you ever shopped at a thrift store that sells high end labels?,0.8486506342887878,0.3461538461538461,75.0
Prices not great for true thrifters.,"For true thrifters, prices are not great.",0.982451319694519,0.4444444444444444,32.0
I love love LOVE this store.,I love this store so much.,0.9129700660705566,0.4285714285714285,18.0
nice and clean with well organized large selection but was expensive.,"nice and clean, with large selection, but expensive.",0.9012163877487184,0.4615384615384615,21.0
I really wanted to like the Rusty Nail.,I really liked Rusty Nail.,0.9009588956832886,0.4444444444444444,14.0
I ate here this past Sunday morning for breakfast with my girlfriend.,I ate breakfast with my girlfriend here this morning.,0.8566486835479736,0.5,44.0
First time here and I wasnt impressed at all!,"First time here, I was not impressed at all!",0.9597941637039183,0.5,6.0
Thank You Kim and Kurt!,Kurt and Kim: Thank you!,0.9473891258239746,0.25,16.0
"Good selection, but it will cost you.\nMultiple fridges of cold beer, but only the cheap beer is cold.\nNice in person, but rude on the phone.\nParking lot, but none of the customers understand how to park.\n\nEvery good thing about this place is equaled with a bad thing about this place - hence it probably deserves 3 stars.","\nParking lot, but none of the customers understand how to park. Good selection, but it will cost you.\nMultiple fridges of cold beer, but only the cheap beer is cold.",0.808881938457489,0.4782608695652174,233.0
They made my Portuguese Water Dog look horrible.,They made my Portuguese Waterdog look bad.,0.9464058876037598,0.5,9.0
Another really good meal here!,Another really great meal here?,0.8699629306793213,0.4285714285714285,5.0
Nice atmosphere with above average food.,What is a nice atmosphere with average food?,0.8725182414054871,0.4,18.0
There was absolutely nothing not to like.,There was absolutely nothing to like about it.,0.8786371350288391,0.5,13.0
Very disappointing meal.,What was your review of this very disappointing meal?,0.8057161569595337,0.2,31.0
This Giant Eagle truly is giant!,This giant eagle is really big!,0.937990665435791,0.5,15.0
i'm not sure why this place has bad reviews.,Why does this place have bad reviews?,0.9325349926948548,0.3333333333333333,16.0
I went there today!,I went there for the first time today!,0.8595548868179321,0.5,19.0
"Food: There are countless options to choose from for vegetarians or carnivores, but the food is only so-so.",What are the best food options for vegetarians and carnivores?,0.816237211227417,0.2727272727272727,66.0
Good pizza and hoagies.,What are some good pizza and hoagies recipes?,0.7870379090309143,0.3333333333333333,24.0
This was one of the worst dinners out I've had in recent memory.,This was one of the worst dinner experiences I have ever had.,0.830221951007843,0.3157894736842105,26.0
Minutello's is going out of business.,Minutello's will go out of business.,0.9628901481628418,0.5,6.0
Mikes took my car after horrible repairs/service from Kenny Ross South.,"After horrible service from Kenny Ross South, Mike took my car.",0.9266140460968018,0.4666666666666667,45.0
I'm a crazy cat lady and proud of it!,"I am a crazy cat lady, and proud of it.",0.9768368005752563,0.4615384615384615,4.0
I adopted a dog from the ARL this past spring.,I recently adopted a dog from the ARL.,0.9712750911712646,0.5,26.0
This is a terrible shelter.,"This is a terrible shelter, he said.",0.8852390646934509,0.5,9.0
This place is a disaster.,"This place is a disaster, he said.",0.7812376618385315,0.5,9.0
"Tire replacement, was told it would take about 1.5 hours (when I had an existing appointment).",Tire replacement was told it would take about 1.5 hours (when I had an existing appointment).,0.9704232811927797,0.8823529411764706,1.0
Exceptionally poor maintenance service.,Exceptionally poorly maintained maintenance services.,0.8917824625968933,0.2857142857142857,14.0
The coffee here was excellent!,The coffee here is great!,0.8907186388969421,0.4285714285714285,9.0
"Best coffee in Pittsburgh, without a doubt.",What is the best coffee in Pittsburgh?,0.9425355792045592,0.2727272727272727,31.0
The coffee here is amazing (I love when the baristas take the effort to make patterns in the foam).,The coffee here is amazing (I love when the baristas take the effort to make patterns in the foam).,1.0000001192092896,1.0,0.0
"Great variety of coffee and methods (press, Chemex, pour-over).","Great variety of coffee methods (press, chemex, pour-over).",0.9658230543136596,0.8888888888888888,5.0
BEST COFFEE IN PITTSBURGH!\n\nYou might think there is better coffee elsewhere.,What is the best coffee in Pittsburgh?,0.9046680927276612,0.3076923076923077,63.0
Best coffee it Pittsburgh?,What is the best coffee in Pittsburgh?,0.9719485640525818,0.375,14.0
Really hard to find a good cup of coffee in the states...,How do I find a good cup of coffee in the US?,0.8670146465301514,0.5,21.0
Best Cafe in Pittsburgh - like a hidden gem.,What is the best cafe in Pittsburgh?,0.8907136917114258,0.2307692307692307,35.0
This is not a review on this gym.,This isn't a review of this gym.,0.9530987739562988,0.4444444444444444,3.0
I'm a gym guy.,I'm a gym guy. What do I do?,0.7835772037506104,0.5,14.0
The food here is okay.,The food is good here.,0.8617926836013794,0.4285714285714285,11.0
Pretty good bar food.,Bar food is pretty good.,0.907765805721283,0.2857142857142857,16.0
Wing night wednesdays!,Wing night on wednesday nights?,0.8403233885765076,0.3333333333333333,10.0
"When Hotlick's died, Buffalo blues was born.",Buffalo blues was born when Hotlick died.,0.990265130996704,0.4,38.0
Food: 2 stars.,What is your review of Food: 2 stars,0.8177096843719482,0.2222222222222222,24.0
Oh how the mighty have fallen.,How has the mighty fallen?,0.8702491521835327,0.375,11.0
Good place to watch a sports game.,Where is the best place to watch sports?,0.8439874053001404,0.25,25.0
This is the worst service (or worst non-service) I have ever experienced.,This is the worst service experience you have ever had?,0.8331750631332397,0.5,32.0
I hate this place.,"I hate this place, he said.",0.7719448804855347,0.4285714285714285,9.0
"Went here this past Saturday afternoon, 11/2.","Went here yesterday afternoon, 11/2.",0.9338066577911376,0.5,12.0
Loved the hot vegetarian sandwich.,What is your favorite vegetarian sandwich?,0.7848514318466187,0.1,18.0
This is my go-to place for curing a hangover.,Where is the best place to cure a hangover?,0.7614121437072754,0.2,17.0
This is an average Chinese buffet.,This is a typical Chinese Buffet.,0.9395175576210022,0.5,9.0
Made an appointment for 3:30.,Made an appointment for 3 p.m. today.,0.8776510953903198,0.5,11.0
Good for Altar bar.,Altar Bar is good for Altar.,0.9065633416175842,0.4285714285714285,18.0
The most important quality a mechanic can have is honesty.,What are the most important qualities of a mechanic?,0.8114884495735168,0.2666666666666666,36.0
The Kelly Strayhorn is a good idea which is poorly executed.,"Kelly Strayhorn is a good idea, but poorly executed execution.",0.8633540868759155,0.4285714285714285,23.0
"My sister, husband, and I went in after early dinner.","After dinner, my sister, husband and I went home.",0.8319064378738403,0.4615384615384615,36.0
I've had a wide range of experiences here.,Here I have had a wide range of experiences.,0.9580572247505188,0.4166666666666667,13.0
"Dear Shadow Lounge, \nI miss you.","Dear Shadow Lounge, I miss you alot.",0.916532039642334,0.4444444444444444,7.0
One of the most eclectic venues in Pittsburgh.,One of Pittsburgh's most eclectic venues.,0.993523120880127,0.4,24.0
i was here for a concert the other night.,i was here last night for a concert.,0.9360514283180236,0.4166666666666667,22.0
I love hardware stores.,I love hardware store. Why?,0.8470458984375,0.5,6.0
What has happened to the East Liberty Home Depot?,Where is East Liberty Home Depot?,0.831835925579071,0.3636363636363636,19.0
"Fairly mediocre, even by the relatively modest standards of Home Depot.",Fairly mediocre even by Home Depot's relatively modest standards.,0.9610875844955444,0.4285714285714285,26.0
Got my hair done in an updo (for only $25!!!!),How can I get my hair done in an updo for only $25?,0.8506389856338501,0.4375,17.0
Worst pizza I've had in Pittsburgh.,What is the worst pizza you have ever eaten in Pittsburgh?,0.9146106839179992,0.2142857142857142,28.0
This was one of first pizza places that I've tried inPittsburgh.,This was one of the first pizza places in Pittsburgh that I tried.,0.8546809554100037,0.5,29.0
I've should have known better than to order a salad from a pizza joint.,Should I order a salad from a pizza joint?,0.8431708216667175,0.4,32.0
Three stars is super accurate for this place.,Three stars for this place are super accurate.,0.9827364683151244,0.4545454545454545,26.0
"I don't know, maybe I'm not clear on the concept of Whole Foods.",What is the concept of Whole Foods?,0.8154677748680115,0.25,34.0
I loved Whole Foods in Ohio.,Whats your review of Whole Foods in Ohio?,0.7634186744689941,0.2727272727272727,17.0
"3.5 stars, actually.",3.5 out of 5 stars,0.8622165322303772,0.1428571428571428,14.0
Worst parking lot in Pittsburgh.,What is the worst parking lot in Pittsburgh?,0.9411107301712036,0.4444444444444444,13.0
"Oh Whole Foods, you are so so very overpriced.","Whole Foods is overrated, overpriced and overpriced. Why?",0.758983850479126,0.1428571428571428,32.0
I like this Whole Foods location.,Whats your review of this new Whole Foods location?,0.8137027025222778,0.25,23.0
I am a big fan of the Whole Foods company in general.,What's your review of Whole Foods?,0.7675043344497681,0.125,38.0
"I'll be honest, I just don't get it.","I just don't get it, to be honest.",0.8553826212882996,0.4545454545454545,25.0
I love shopping here.,I love to shop here.,0.9048731923103333,0.5,7.0
This store is pretty good.,This is pretty good store.,0.9448796510696412,0.4285714285714285,12.0
"Yes, the parking lot in crazy.","The parking lot is crazy, yes?",0.8975036144256592,0.3333333333333333,13.0
As a vegan (since 2008) we are a regular at whole foods.,"As a vegan, we are a regular at whole foods ( since 2008 ).",0.9940435886383056,0.4117647058823529,28.0
"If I could give them zero stars, I would.","If you could give me zero stars, what would you give me?",0.7585549354553223,0.3846153846153846,23.0
I really feel bad about giving a one-star review.,I feel bad for giving a one star review.,0.9687634110450744,0.5,12.0
Great stuff here...The cheese plates are great and always changing.,The cheese plates are great here...,0.8914111852645874,0.3636363636363636,37.0
The food here is pretty good.,The food is pretty good here.,0.9655104875564576,0.5,10.0
Can be moderately priced for lunch -- take advantage!,What is a moderately priced lunch -- take advantage!,0.9241130948066713,0.5,11.0
Amazing brunch!,What is an amazing brunch?,0.7700121402740479,0.1666666666666666,13.0
