text,adv_text,minimal_k
"This watch was ready to go right out of the box. Unlike many watches today, setting this one up was not complicated at all. It looks great. It works great and keeps great time. I have no complaints regarding this product, and highly recommend it. For the price you can't go wrong.","This watch was ready to go right out of the box. Unlike many watches today, setting this one up was not complicated at all. It looks great. It works great and keeps great time. I ai neither complaints regarding this product, and highly recommend it. Onto the tariffs you can't go wrong.",4.0
"First read this history of food and cooking in 1980.Still am intrigued by the collection of historic recipes, although have yet to try them. The history seems sound and the prose quite readable and very enjoyable.","First read this history of food and cooking in 1980.Still am bewildered by the collection of historic recipes, although have yet to try them. The history seems acoustics and the prose quite intelligible and very congenial.",4.0
"This is a brilliant record that rivals Uncle Tupelo's March 16-20 as the best Americana I've ever heard. Not as slickly produced as another fine effort Stangers Almanac, Faithless Street has more edge, diversity, and just pure musicianship. The last song, Factory Girl, is so good you'll be singing it to yourself for days.This is one the top 10 records of the '90's.","This is a brilliant record that rivals Uncle Tupelo's March 16-20 as the best Americana I've ever heard. Not as slickly produced as another fine effort Stangers Almanac, Faithless Street has more edge, diversity, and just pure musicianship. The last song, Factory Girl, is so good you'll be singing it to yourself for days.This exists uno the top 10 registering to the '90's.",4.0
"""The Life' is one of the best musicals ever. I was lucky enough to see it on Broadway. Why it didn't go on the road, and still isn't on the road is beyond me. I waited for it to come to San Francisco so I could take my friends but it never came. It played 466 times on Broadway. The music and story is incredible. I listen to it again and again on CD. Buy it if you like musicals. Amen!","""The Life' is one of the best musicals ever. I was lucky enough to see it on Broadway. Why it didn't go on the road, and still isn't on the road is beyond me. I waited for it to come to San Francisco so I could take my friends but it never came. It been 466 dates on Broadway. To music and story is unthinkable. I listen to it again and again on CD. Buy it if you like musicals. Amen!",4.0
"I had no probs. When I did write the seller, he wrote back promptly. It also was the quality stated. Thanks Again!!!","I had no probs. When I did write the seller, he wrote back rapids. It also became de quality stated. Acknowledgement Again!!!",4.0
"So far this book is very interesting. It gives a whole new meaning to death/cadavers. Our history is very morbid in our search to know how the human bodies work. Reading this book is a great way to be thankful for those who endeavers the medical world to what it is today. Kinda of creepy, but a great read.","So far this book is very attractive. It gives a whole new meaning to death/cadavers. Our history is very morbid in our search to know how the human bodies work. Reading this book is a overwhelming way to be thankful for those who endeavers the medical world to quoi it is today. Kinda of creepy, but a gorgeous read.",4.0
"It is definitely a multi-purpose pot as I use this pot for everything. From blanching to stir frying, to grilling. Easy to clean and my pot still looks brand new although I've had it for many months! I only gave it 4 stars because of the non vented cover. I find that cooking liquids creates a mess around the cook top.","It is definitely a multi-purpose pot as I use this pot for everything. From blanching to stir frying, to grilling. Easy to clean and my pot still looks brand new although I've had it for many months! I only supplied it 4 stars as of the non vented cover. I find that cooking liquids creates a mess throughout the cooke top.",4.0
"I wanted a deep, heavy duty box because I had a lot of wires. This box was exactly what i wanted.","I wanted a deep, heavy duty box because I had a lot of wires. This box es downright quoi i desired.",4.0
"Pampers are by far the best diaper if you have a large baby. However, Amazon claimed that the item would ship within 24 hours but it took over a week for them to actually ship the product which means I didn't get the product until over two weeks after I ordered it. So . . . I'm very pleased with the product and the price but not so much with the service. I ended up having to buy diapers at Walmart to hold us over until my Amazon order came in.","Pampers are by far the best diaper if you have a large baby. However, Amazon claimed that the item would ship within 24 hours but it took over a week for them to actually ship the product which means I didn't get the product until over two weeks after I ordered it. So . . . I'm very pleased with the product and the price but not so much with the service. I ended up having to buy diapers at Walmart to hold us over hasta my Amazonian decree became in.",4.0
This is perfect for analyzing 35mm slides also looking at photographs for editing and touchup photographs. The unit has a neck strap to carry with you wherever you go.,This is perfect for analyzing 35mm slides also looking at photographs for editing and touchup photographs. The unit has a neck jugular to bears avec you nowhere you go.,4.0
"This book is a visual encyclopedia of Native designs, from prehistoric to recent history. Tribal art and artifacts are covered from all over, for example, there are images and sketches of Navajo sandpaintings, Eskimo clothing, Pueblo pottery, plus masks, belts, and even just basic designs! If you do beadwork, quillwork, pottery, or other Native arts, this book is a must for your library!","This book is a visual encyclopedia of Native designs, from prehistoric to recent history. Tribal art and artifacts are covered from all over, for example, there are images and sketches of Navajo sandpaintings, Eskimo clothing, Pueblo pottery, plus masks, belts, and even just basic designs! Unless you doing beadwork, quillwork, pottery, or other Native arts, this book is a must toward your bookshelf!",4.0
It was a lot of fun to play. I am an adult but love thse mystery type of games. The solution guide is a must to have if you get stuck on a puzzle. It is extra but save a lot of frustration when you are playing it.,It was a lot of fun to play. I am an adult but love thse mystery type of games. The solution guide is a must to have if you get stuck on a puzzle. It is addition but rescuing a lot of frustration wherever you constitute playing it.,4.0
"This historical novel gives an excellent and moving description of early New England life.. with special reference to some of the largest cotton mills in the U.S. I wish this author would do more. To bad all good things have to end, but the story did. I was fortunate to have found an ""uncorrected proof"" copy to read.","This historical novel gives an excellent and moving description of early New England life.. with special reference to some of the largest cotton mills in the U.S. I wish this author would do more. For bad all buena things have to end, but the story did. I became fortunate to have found an ""uncorrected proof"" copying to read.",4.0
"i saw Gomex perform live touring with this album, and although I had never heard tracks from How We Operate I went right out and bought it. I think the best track is ""How We operate,"" by far. There is more energy packed into that one song than into most ""high energy"" albums. The diversity between songs just shows the wide range of musical abilities within this group. There is variation in style, composition, and musicality in this entire album. ""Hamoa beach"" and ""Tear your Love Apart"" are also amazing. This is a must-buy.","i saw Gomex perform live touring with this album, and although I had never heard tracks from How We Operate I went right out and bought it. I think the best track is ""How We operate,"" by far. There is more energy packed into that one song than into most ""high energy"" albums. The diversity between songs just shows the wide range of musical abilities within this group. Vi exists change in style, composition, and musicality in this entire album. ""Hamoa beach"" and ""Tear your Love Apart"" are also amazing. This exists a must-buy.",4.0
"Cute little timer, easy to use, the only thing is..its made in china but what isnt? I time my 6th graders school work or study time with it..","Cute little timer, easy to use, the only thing is..its made in china but what isnt? I temps my 6th graders teaching work nor scrutinize time with it..",4.0
"If you know that line by Bettie Page and are ""ostentatiously stylish"", this cd is for you! I, too, bought it for the fuzzy faux-fur cover, and have been listening to it non-stop ever since. I've gone on to buy several more of their cd's and have gotten half my friends to do the same!It's a total blast from the past and nothing but pure fun! I so regret not inheriting my grandma's davenport now!","If you know that line by Bettie Page and are ""ostentatiously stylish"", this cd is for you! I, too, bought it for the fuzzy faux-fur cover, and have been listening to it non-stop ever since. I've gone on to buy several more of their cd's and have gotten half my friends to do the same!It's a total shattering from the past and nothing however pure pleasures! I thereby regret not inheriting my grandma's davenport now!",4.0
"Lee-yun Hee, Demon Diary, vol. 4 (Tokyopop, 2000)Krayon puts Raenef to the test-- but in testing Raenef, he's also testing Eclipse and Raenef's other friends. We get some more, very welcome, insight into Erutis' powers. Then, a magic book promises to make raenef a true demon lord, but warns that the consequences might be somewhat unexpected. Demon Diary is really starting to fall into place here. Good stuff. ****","Lee-yun Hee, Demon Diary, vol. 4 (Tokyopop, 2000)Krayon puts Raenef to the test-- but in testing Raenef, he's also testing Eclipse and Raenef's other friends. We getting some longer, very welcome, insight into Erutis' powers. Upon, a magic book promises to make raenef a true demon lord, but warns that the consequences might be somewhat unexpected. Demon Diary is really starting to fall into mise here. Good stuff. ****",4.0
"Had a hard time finding this in the stores, so I found it at amazon. Quick shipping. Product is pretty straight forward and works well.I have a lumbar support built in my drivers seat but it wasn""t suppotive enough. I don""t use it around town only on long drives.","Had a hard time finding this in the stores, so I found it at amazon. Quick shipping. Product is pretty straight forward and works well.I have a lumbar support built in my drivers seat nonetheless it wasn""t suppotive satisfactorily. I don""t use it around town jen on long disc.",4.0
"I'm very skeptical of children's books written by celebrities, but John Lithgow has written a REMARKABLE children's book with FARKLE MCBRIDE. This book is a tremendous amount of fun. It's a great read-aloud. I read it to my kids, who immediately made me read it to them again and again. And, really, it was my pleasure. The illustrations are excellent and the fold out spread at the back is a real treat! Bravo!","I'm very skeptical of children's books written by celebrities, but John Lithgow has written a REMARKABLE children's book with FARKLE MCBRIDE. This book is a tremendous amount of amusing. It's a great read-aloud. I read it to my kids, who immediately made me read it to them again and again. Y, really, it stood my glee. The illustrations are excellent and the fold out spread at the back is a real treat! Bravo!",4.0
"Its a good lens with with 500mm Zoom. It is necessary to shoot wildlife. However, the lens is EXTREMELY HEAVY! That limits its usage considerably. I went to shoot whales recently. Thanks to the fast zoom, I am the only one that got pictures of whales, everyone else I know, only got a small dark spec in the ocean!","Its a good lens with with 500mm Zoom. It is necessary to shoot wildlife. However, the lens is EXTREMELY HEAVY! That limits its usage considerably. I went to shoot whales recently. Acknowledgement to the quicker zooms, I am the jen one that got pictures of whales, everyone else I know, only got a small dark spec in the ocean!",4.0
"Once in awhile, an artist comes along and the sound is defined. Godfrey brings energy to Southern Soul! An incredible talent with the combination of romance and musical passion, this CD is Rickey's greatest to date.Bobby Simmons and Marty OJeda are exceptional musicians bringing the project full circle. Never allowing his limitations to be his master, Godfrey is the definition of Southern Soul. THIS IS A MUST BUY CD. Pat Gwinnwww.beachmusicshow.com","Once in awhile, an artist comes along and the sound is defined. Godfrey brings energy to Southern Soul! An incredible talent with the combination of romance and musical passion, this CD is Rickey's greatest to date.Bobby Simmons and Marty OJeda are exceptional musicians bringing the project full circle. Jamais allowing her limitations to be his master, Godfrey exists the definition of Southern Soul. THIS EXISTS A MUST BUY CD. Pat Gwinnwww.beachmusicshow.com",4.0
"If you are a fan of The Nods or The Slackers and spoken word, then you should definitely check out his solo work. It's hard not to love Vic as he is both smart and adorable, but even if you aren't hard crushing then you can find this music divine and fun.","If you are a fan of The Nods or The Slackers and spoken word, then you should definitely check out his solo work. It's hard neither to amore Vic as he is both smart and adorable, but so if you aren't hard crushing then you can find this music divine and hilarious.",4.0
"I know, it looks funny...but it all makes sense once you really look at this thing. In our world of space-age materials, I found that every one of those other wonderful pillows I tried left a huge imprint of ME on the pillow, and gave my neck no support. From day one of trying out this pillow I sleep like a baby. Got my last one 4 years ago...I think I deserve another. Note this is THE ONLY sleeping pillow recommended by the America Chiropractors Association.","I know, it looks funny...but it all makes sense once you really look at this thing. In our world of space-age materials, I found that every one of those other wonderful pillows I tried left a huge imprint of ME on the pillow, and gave my neck no support. From dias one of trying out this pillow I dodo like a baby. Got my last one 4 years ago...I think I deserve another. Note this is THE ALONE sleeping pillow proposal by the America Chiropractors Association.",4.0
"I bought this keychain for my boyfriend who is currently stationed in Afghanistan. Great for travelers who want to carry a piece of home. It is an unbeatable price, holds 60 pictures, and the battery life seems great. Very user friendly, plug it in and load photos. MAC COMPATIBLE. The key chain is super light amd for $10 it cannot be beat, The picture quality, however, is not as great as in the product picture. Great going away gift for troops. Overall, I would recommend this for anyone lacking a smart phone who wants to carry a number of pictures.","I bought this keychain for my boyfriend who is currently stationed in Afghanistan. Great for travelers who want to carry a piece of home. It is an unbeatable price, holds 60 pictures, and the battery life seems great. Very user friendly, plug it in and load photos. MAC COMPATIBLE. The key chain is super lights amd for $10 it cannot be beat, The picture quality, however, is nope as great as in the product picture. Great gonna away talented for troops. Overall, I would recommend this for anyone lacking a smart phone who wants to carry a number of pictures.",4.0
the duel disk is the best ever i can't belive i got it when i got it i battled my friend and he lost by 4000 life points because i kept increasing my life points by my cards and decreasing them for my eygption god cards nomrally for ra i think the duel disk is the best toy they made.GOOD THINGS=defence and attack placesmagic and trap placesfield card zoneplay anywere and when u want to.BAD THINGS=no fusion deck zonemagic and in front.,the duel disk is the better ever i can't belive i got it when i got it i battled my friend and he lost by 4000 life points because i kept increasing my life points by my cards and decreasing them for my eygption god cards nomrally for ra i think the duel disk is the good toy they made.BEST THINGS=defence and attack placesmagic and trap placesfield card zoneplay anywere and when u want to.MALA THINGS=no fusion deck zonemagic and in front.,4.0
"product seems ok ,however no installation kid or instruction. seller is also do not disclose their phone #.very down size.","product transpires ok ,however no installation kid or educational. seller is apart do not disclose their phone #.highly down size.",4.0
"The book provides not only a conceptual framework, but also some methodology for enabling us to visualize the problems connected with the innovations. I think the people involved in the business of Higher EdAdmin will find this book very interesting and up-to-date tool for solving many problems associated with those innovations! The language of the book is very simple and this makes the book very interesting and accessible. I would wish to see more about presidency. I hope this will be improved in further editions of the book.","The book provides not only a conceptual framework, but also some methodology for enabling us to visualize the problems connected with the innovations. I think the people involved in the business of Higher EdAdmin will find this book very interesting and up-to-date tool for solving many problems associated with those innovations! Nova tongue of the book exists very uncomplicated and this makes the book very interesting and accessible. I would wish to see more about presidency. I hope this will be improved in further editions of the book.",4.0
My husband is an Inuyasha fan from the Cartoon Network series. He really enjoyed the movie and I did too.,My husband is an Inuyasha fan from the Cartoon Network series. He really cared the movies and I am zu.,4.0
"These are narrow and a bit longer then I had hoped to have, but they will do nicely. The teeth are nicely rounded on the ends and won't dig into the scalp.","These are narrow and a bit anymore then I had hoped to have, albeit they will do nicely. Nova teeth are nicely round on the ends and won't dig into the scalp.",4.0
"A masterpiece of vision, execution, and expression. WYWH trancends staple rock 'n roll to pure artform, without pretention. So hauntingly beautiful and bittersweet, I still get chills and hear new facets of the compositions after thousands of listenings. If I could only own one rock CD (no, ANY CD) this would be the one. Production notes: I have compared all the different CD pressings, including remasters, and my recommendation is the Fidelity Labs gold CD -- without question. Of course, if you have reel-to-reel...","A masterpiece of vision, execution, and expression. WYWH trancends staple rock 'n roll to pure artform, without pretention. So hauntingly beautiful and bittersweet, I still get chills and hear new facets of the compositions after thousands of listenings. If I could only own one rock CD (no, EVEYTHING CD) this would be the one. Production memo: I have compared all the different CD pressings, including remasters, and my recommendation is the Fidelity Labs gold CD -- unless question. Of course, whether you have reel-to-reel...",4.0
This book is a good learning tool help a personbuild christian values and principals. It has many greatideas to build your christian faith,This book is a good learning tool help a personbuild christian values and principals. It has multiple greatideas for constructs your christian creed,4.0
"I bought this for my mother because she could not find it in any local stores. It's the same light, great-smelling powder she used in the 80's. It was reasonably priced and shipped fast.","I bribed this for my mother because she could not find it in any local stores. It's the same light, great-smelling powder she used in the 80's. It was sensibly priced and consigned rapids.",4.0
"this knife is very sharp, easy to sharpen, and stays sharp for quite some time. however, the knife is a pretty brittle material and should really only be used for EDC tasks like opening letters and boxes. if all youre getting it for is an EDC knife, then i say its great!","this knife is very sharp, easy to sharpen, and stays sharp for quite some time. instead, the knife is a pretty brittle material and should really only be used for EDC tasks like opening letters and boxes. unless all youre attaining it for is an EDC knife, then i say its overwhelming!",4.0
I got this for my son for Christmas. He was so excited to receive this book! He enjoys reading it before he goes to bed at night. He's 11 years old and LOVES soccer and has a quest for learning...so this was the perfect gift for him.,I got this for my son for Christmas. He was so excited to receive this book! He enjoys reading it before he goes to bed at night. He's 11 years old and LOVES soccer and has a quest for learning...even this stood the irreproachable donating for him.,4.0
"Kanhaiya was directed by Om Prakash in the year 1959.This old hindi bollywood stars Raj Kapoor, Nutan Behl and Lalita Pawar. Its one of the top Back and Whites, who took the highest gross for the year 1959.The movie is quite popular among freaks.Music of the movie is given by Shankar Jaikishan and lyrics by Shailendra. Songs are good and are sung by Mukesh Kumar.Overall, the movie is cool!","Kanhaiya was directed by Om Prakash in the year 1959.This old hindi bollywood stars Raj Kapoor, Nutan Behl and Lalita Pawar. Its one of the top Back and Whites, who took the highest gross for the year 1959.The movie exists quite folk among freaks.Music of the movie is given by Shankar Jaikishan and lyrics by Shailendra. Songs are good and are sung by Mukesh Kumar.Entire, the movie is fraiche!",4.0
The first epic saga. Vivien Leigh is magnificent and Hattie McDaniel deserved an award. You sure don't need me to tell you about Gone with the Wind. A must for and and all movie buffs.Just wanted to say I'm pleased with the DVD version.,The first epic saga. Vivien Leigh is magnificent and Hattie McDaniel deserved an award. You sure don't need me to tell you about Gone with the Wind. A must for and and all movie buffs.Just desired to telling I'm contented avec the DVD version.,4.0
"I should have looked at the size of this book in making the selection. Although this book is beautiful, lovely dust jacket, interesting illustrations, it is almost too big to casually read and is more of a coffee table book. It was bought as a companion to a collectable given as a Christmas present. The entire gift was precious though and the book really made it special.","I should have looked at the size of this book in making the selection. Although this book is beautiful, lovely dust jacket, interesting illustrations, it is almost too big to casually read and is more of a coffee table book. It was bought as a companion to a collectable given as a Christmas present. The entire donation was prized notwithstanding and the book really made it extraordinaire.",4.0
I bonus track is track two in spainish in case you wanted to know. well I'am the first person to review this so I don't have to say much.,I bonus track is track two in spainish in case te wanted to know. well I'am nova first person for reviewing this so I don't have to say much.,4.0
Is this DVD the exact same as the DVD contained in the CD (2 cd plus 1 DVD). Or is this more extensive???Thanks,Is this DVD the exact same as the DVD contained in the CD (2 cd plus 1 DVD). Or is cette plus broad???Gratitude,4.0
"Far and away the best show on television. Soon to be the best television series on blu-ray. If you're still looking for a reason to adopt, this is it!","Far and away the best show on television. Soon to be the best television series on blu-ray. If you're still looking per a reason of approve, this exists it!",4.0
"This was a gift for a friend that had neck surgery & was very limited in everthing she was aloud to do. This wonderful blender has helped her & is very easy on her body. Clean up is fast & easy. She really likes it a lot.By the way, I have one also. I am very pleased with mine.I do not try to blend up nuts & bolts. But, it does take care of everything else.","This was a gift for a friend that had neck surgery & was very limited in everthing she was aloud to do. This wonderful blender has helped her & is very easy on her body. Clean up is fast & easy. She really likes it a lot.By the road, I got one apart. I am very ravi with mine.I do not try to blend up nuts & bolts. But, it does take care of everything else.",4.0
"I like this series. The ending seems a little too easy, but I can see where the author is headed so I except the premise. Enjoyed it so much I'm on to the second book now and almost finished with that one.","I analogous this series. The ending seems a little too simpler, but I can see where the author is headed so I except the premise. Enjoyed it so much I'm on to the second book now and nigh ended with that one.",4.0
Undercover Angel is such a great movie. It is so funny and it is a perfect family movie. I highly recommend it. It is one of the best movies I have ever watched. Buy the DVD. It is very very funny and Emily Mae Young is so adorable. You won't regret it.,Undercover Angel is such a great movie. It is so funny and it is a perfect family movie. I highly recommend it. It is one of the bestest movies I have ever watched. Buy the DVD. It is very very droll and Emily Mae Young is so adorable. Tu won't grief it.,4.0
"The shift knob looks very cool and has a nice grip, the product arrived very fast and in very good condition. The shift knob is pretty great the only bad thing is that it does not just screw right on as many stock shift knobs do, it has to be held by tightening it with some small screws that are included. Overall is was a good purchase.","The shift knob looks very cool and has a nice grip, the product arrived very fast and in very good condition. The shift knob is pretty prodigious the only bad thing is that it does nope just screw right on as many stock shift knobs do, it has to be held by tightening it with some small screws that are included. Overall is was a nice procuring.",4.0
"Good book by a great author. While it is not necessary to read the two previous Odd Thomas books before reading this one, it definitely helps the storyline to go quicker.","Good book by a great author. Notwithstanding it is not necessary to read the two previous Odd Thomas books before reading this one, it definitely succour the storyline to gonna rapids.",4.0
"Access 97 Answers! paid for itself the first day I bought it. If you're stuck and need an answer, this book probably has it AND (most importantly) the answers are easy to find. To help you quickly locate an answer there's a ""Contents @ a Glance"" page, a detailed Table of Contents, a very comprehensive index, and a self termed ""Action Index"" which lists questions in an ""If you want to..."" format. This book is a FAQ to end all FAQs. It's become an indespensible tool in my Access development arsenal.","Access 97 Answers! paid for itself the first day I bought it. If you're stuck and need an answer, this book probably has it AND (most importantly) the answers are easy to find. To succour you precocious localize an answer there's a ""Contents @ a Glance"" page, a detailed Table of Contents, a very comprehensive index, and a self termed ""Action Index"" which lists questions in an ""If you want to..."" format. This book is a FAQ to discontinue all FAQs. It's become an indespensible tool in my Access development arsenal.",4.0
I own this toyy Ashley I am very happy to have her with my breyer collection of 84 breyers she is bad at posing because she stands up to go and her helmet dosen't fit and I really like her pretty lepord spotted horse hemlet. She is very fun besides that.,I own this toyy Ashley I am very happy to have her with my breyer collection of 84 breyers she is bad at posing because she stands up to go and her helmet dosen't fit and I really like her pretty lepord spotted horse hemlet. She exists supremely pleasurable similarly that.,4.0
"It is so nice to see REAL practical magic in print. Most publishers only publish junk. Not these people! Real ""step by step"" VooDoo is taught here. Nothing is held back. I have used several of the rituals in the book and have been successful with each one. THREE CHEERS!!","It is so nice to see REAL practical magic in print. Most publishers only publish junk. Not these people! Real ""step by step"" VooDoo is taught here. Nothing is held back. I have used dissimilar to the rituals in the book and have been successful with everybody one. THREE CHEERING!!",4.0
